client_id,emp_var_rate,cons_price_idx,cons_conf_idx,euribor_3m,num_of_emp,salary,job_id
2236,1.4,93.918,-42.7,4.966,5228.1,$55k,J2236
2237,1.1,93.994,-36.4,4.858,5191,$185k,J2237
2238,1.4,93.444,-36.1,4.965,5228.1,$35k,J2238
2239,1.4,93.918,-42.7,4.962,5228.1,$245k,J2239
2240,1.4,93.918,-42.7,4.962,5228.1,$215k,J2240
2241,-1.8,92.893,-46.2,1.327,5099.1,$35k,J2241
2242,1.1,93.994,-36.4,4.855,5191,$165k,J2242
2243,1.4,93.918,-42.7,4.961,5228.1,$215k,J2243
2244,-1.8,92.893,-46.2,1.281,5099.1,$245k,J2244
2245,1.1,93.994,-36.4,4.858,5191,$55k,J2245
2246,1.1,93.994,-36.4,4.857,5191,$145k,J2246
2247,1.4,93.918,-42.7,4.962,5228.1,$65k,J2247
2248,-0.1,93.2,-42,4.153,5195.8,$215k,J2248
2249,-1.8,92.893,-46.2,1.266,5099.1,$95k,J2249
2250,1.4,93.918,-42.7,4.962,5228.1,$105k,J2250
2251,-1.8,92.893,-46.2,1.334,5099.1,$215k,J2251
2252,1.1,93.994,-36.4,4.86,5191,$35k,J2252
2253,1.1,93.994,-36.4,4.86,5191,$165k,J2253
2254,-0.1,93.2,-42,4.191,5195.8,$165k,J2254
2255,-1.8,92.893,-46.2,1.266,5099.1,$35k,J2255
2256,1.1,93.994,-36.4,4.857,5191,$45k,J2256
2257,1.1,93.994,-36.4,4.856,5191,$75k,J2257
2258,1.4,94.465,-41.8,4.967,5228.1,$95k,J2258
2259,-2.9,92.963,-40.8,1.26,5076.2,$185k,J2259
2260,1.4,93.918,-42.7,4.962,5228.1,$95k,J2260
2261,-0.1,93.2,-42,4.076,5195.8,$45k,J2261
2262,1.4,93.444,-36.1,4.963,5228.1,$145k,J2262
2263,-1.8,92.893,-46.2,1.25,5099.1,$95k,J2263
2264,-1.8,93.369,-34.8,0.652,5008.7,$285k,J2264
2265,-3.4,92.431,-26.9,0.728,5017.5,$245k,J2265
2266,1.4,93.444,-36.1,4.964,5228.1,$85k,J2266
2267,1.4,93.444,-36.1,4.964,5228.1,$35k,J2267
2268,-0.1,93.2,-42,4.191,5195.8,$45k,J2268
2269,1.1,93.994,-36.4,4.86,5191,$55k,J2269
2270,1.4,94.465,-41.8,4.962,5228.1,$85k,J2270
2271,-3.4,92.649,-30.1,0.719,5017.5,$95k,J2271
2272,1.4,93.444,-36.1,4.965,5228.1,$165k,J2272
2273,-2.9,92.201,-31.4,0.879,5076.2,$245k,J2273
2274,-0.1,93.2,-42,4.12,5195.8,$65k,J2274
2275,-2.9,92.963,-40.8,1.099,5076.2,$55k,J2275
2276,-0.1,93.2,-42,4.021,5195.8,$75k,J2276
2277,-1.8,92.893,-46.2,1.25,5099.1,$215k,J2277
2278,1.4,94.465,-41.8,4.962,5228.1,$245k,J2278
2279,-2.9,92.201,-31.4,0.843,5076.2,$95k,J2279
2280,1.4,93.918,-42.7,4.96,5228.1,$95k,J2280
2281,-1.8,92.893,-46.2,1.299,5099.1,$125k,J2281
2282,1.1,93.994,-36.4,4.858,5191,$125k,J2282
2283,-2.9,92.201,-31.4,0.838,5076.2,$215k,J2283
2284,1.4,93.444,-36.1,4.963,5228.1,$245k,J2284
2285,1.4,93.918,-42.7,4.963,5228.1,$145k,J2285
2286,-1.1,94.199,-37.5,0.878,4963.6,$45k,J2286
2287,1.4,93.918,-42.7,4.957,5228.1,$65k,J2287
2288,1.1,93.994,-36.4,4.856,5191,$185k,J2288
2289,1.1,93.994,-36.4,4.857,5191,$245k,J2289
2290,-0.1,93.2,-42,4.12,5195.8,$245k,J2290
2291,-0.1,93.2,-42,4.153,5195.8,$65k,J2291
2292,-2.9,92.469,-33.6,1.044,5076.2,$95k,J2292
2293,-1.8,92.893,-46.2,1.299,5099.1,$125k,J2293
2294,1.1,93.994,-36.4,4.856,5191,$65k,J2294
2295,-3,92.713,-33,0.7,5023.5,$215k,J2295
2296,-1.8,92.893,-46.2,1.334,5099.1,$95k,J2296
2297,-0.1,93.2,-42,4.153,5195.8,$215k,J2297
2298,1.4,94.465,-41.8,4.864,5228.1,$215k,J2298
2299,-1.8,92.893,-46.2,1.327,5099.1,$215k,J2299
2300,-1.8,93.075,-47.1,1.498,5099.1,$165k,J2300
2301,1.4,94.465,-41.8,4.961,5228.1,$105k,J2301
2302,1.4,94.465,-41.8,4.962,5228.1,$55k,J2302
2303,1.4,93.918,-42.7,4.962,5228.1,$145k,J2303
2304,-0.1,93.2,-42,4.191,5195.8,$245k,J2304
2305,1.4,94.465,-41.8,4.959,5228.1,$215k,J2305
2306,-1.7,94.027,-38.3,0.899,4991.6,$165k,J2306
2307,-1.8,92.893,-46.2,1.27,5099.1,$65k,J2307
2308,-1.8,92.893,-46.2,1.327,5099.1,$285k,J2308
2309,1.4,93.918,-42.7,4.962,5228.1,$285k,J2309
2310,1.4,94.465,-41.8,4.958,5228.1,$125k,J2310
2311,-0.1,93.2,-42,4.12,5195.8,$185k,J2311
2312,-1.8,92.893,-46.2,1.313,5099.1,$125k,J2312
2313,-2.9,92.963,-40.8,1.266,5076.2,$165k,J2313
2314,1.4,93.918,-42.7,4.962,5228.1,$75k,J2314
2315,-0.1,93.2,-42,4.191,5195.8,$285k,J2315
2316,1.4,93.918,-42.7,4.957,5228.1,$285k,J2316
2317,-1.7,94.215,-40.3,0.896,4991.6,$185k,J2317
2318,-1.7,94.055,-39.8,0.72,4991.6,$45k,J2318
2319,1.4,94.465,-41.8,4.961,5228.1,$215k,J2319
2320,1.4,93.444,-36.1,4.965,5228.1,$35k,J2320
2321,1.4,94.465,-41.8,4.864,5228.1,$185k,J2321
2322,1.4,94.465,-41.8,4.958,5228.1,$165k,J2322
2323,1.4,94.465,-41.8,4.864,5228.1,$45k,J2323
2324,-3.4,92.649,-30.1,0.714,5017.5,$185k,J2324
2325,-0.1,93.2,-42,4.191,5195.8,$125k,J2325
2326,-3.4,92.431,-26.9,0.742,5017.5,$105k,J2326
2327,-1.8,92.893,-46.2,1.264,5099.1,$165k,J2327
2328,1.4,93.918,-42.7,4.962,5228.1,$65k,J2328
2329,1.4,93.918,-42.7,4.957,5228.1,$125k,J2329
2330,1.4,93.444,-36.1,4.965,5228.1,$65k,J2330
2331,1.4,93.918,-42.7,4.968,5228.1,$165k,J2331
2332,1.4,93.918,-42.7,4.966,5228.1,$165k,J2332
2333,1.4,93.918,-42.7,4.96,5228.1,$45k,J2333
2334,1.4,94.465,-41.8,4.864,5228.1,$125k,J2334
2335,1.4,93.918,-42.7,4.957,5228.1,$245k,J2335
2336,1.1,93.994,-36.4,4.857,5191,$85k,J2336
2337,-1.8,92.893,-46.2,1.25,5099.1,$105k,J2337
2338,1.4,93.918,-42.7,4.962,5228.1,$245k,J2338
2339,1.1,93.994,-36.4,4.857,5191,$285k,J2339
2340,1.1,93.994,-36.4,4.856,5191,$95k,J2340
2341,1.1,93.994,-36.4,4.857,5191,$85k,J2341
2342,-0.1,93.2,-42,4.12,5195.8,$85k,J2342
2343,1.1,93.994,-36.4,4.857,5191,$55k,J2343
2344,1.4,94.465,-41.8,4.96,5228.1,$125k,J2344
2345,-1.8,92.893,-46.2,1.334,5099.1,$125k,J2345
2346,-1.8,92.893,-46.2,1.281,5099.1,$95k,J2346
2347,1.4,93.444,-36.1,4.963,5228.1,$215k,J2347
2348,1.4,93.918,-42.7,4.96,5228.1,$35k,J2348
2349,-1.8,92.893,-46.2,1.344,5099.1,$285k,J2349
2350,1.1,93.994,-36.4,4.858,5191,$285k,J2350
2351,1.1,93.994,-36.4,4.857,5191,$75k,J2351
2352,1.4,93.918,-42.7,4.961,5228.1,$125k,J2352
2353,1.1,93.994,-36.4,4.857,5191,$85k,J2353
2354,1.4,93.918,-42.7,4.963,5228.1,$185k,J2354
2355,-1.8,93.749,-34.6,0.643,5008.7,$285k,J2355
2356,1.4,93.918,-42.7,4.963,5228.1,$145k,J2356
2357,1.1,93.994,-36.4,4.857,5191,$85k,J2357
2358,1.1,93.994,-36.4,4.855,5191,$65k,J2358
2359,-3.4,92.649,-30.1,0.716,5017.5,$245k,J2359
2360,1.4,93.918,-42.7,4.96,5228.1,$35k,J2360
2361,1.4,94.465,-41.8,4.864,5228.1,$105k,J2361
2362,1.1,93.994,-36.4,4.859,5191,$55k,J2362
2363,-1.8,92.893,-46.2,1.299,5099.1,$285k,J2363
2364,-1.8,92.893,-46.2,1.266,5099.1,$85k,J2364
2365,1.4,93.918,-42.7,4.962,5228.1,$185k,J2365
2366,-1.8,92.893,-46.2,1.266,5099.1,$75k,J2366
2367,-3.4,92.379,-29.8,0.797,5017.5,$55k,J2367
2368,1.4,93.444,-36.1,4.964,5228.1,$185k,J2368
2369,-1.8,93.075,-47.1,1.405,5099.1,$55k,J2369
2370,1.4,93.444,-36.1,4.964,5228.1,$75k,J2370
2371,1.4,94.465,-41.8,4.864,5228.1,$55k,J2371
2372,-0.1,93.2,-42,4.021,5195.8,$105k,J2372
2373,-3.4,92.431,-26.9,0.742,5017.5,$45k,J2373
2374,-2.9,92.201,-31.4,0.873,5076.2,$145k,J2374
2375,1.4,93.444,-36.1,4.964,5228.1,$185k,J2375
2376,1.1,93.994,-36.4,4.855,5191,$65k,J2376
2377,1.4,93.444,-36.1,4.966,5228.1,$145k,J2377
2378,1.4,93.444,-36.1,4.963,5228.1,$95k,J2378
2379,1.1,93.994,-36.4,4.857,5191,$285k,J2379
2380,1.1,93.994,-36.4,4.86,5191,$95k,J2380
2381,1.1,93.994,-36.4,4.856,5191,$145k,J2381
2382,-1.8,92.893,-46.2,1.25,5099.1,$245k,J2382
2383,1.1,93.994,-36.4,4.864,5191,$285k,J2383
2384,-1.8,92.893,-46.2,1.244,5099.1,$125k,J2384
2385,1.4,93.444,-36.1,4.962,5228.1,$215k,J2385
2386,1.4,93.444,-36.1,4.965,5228.1,$165k,J2386
2387,1.4,93.918,-42.7,4.961,5228.1,$55k,J2387
2388,-1.8,93.075,-47.1,1.405,5099.1,$85k,J2388
2389,1.1,93.994,-36.4,4.858,5191,$215k,J2389
2390,1.4,94.465,-41.8,4.864,5228.1,$215k,J2390
2391,-1.8,92.893,-46.2,1.244,5099.1,$145k,J2391
2392,1.4,93.444,-36.1,4.963,5228.1,$95k,J2392
2393,1.4,93.444,-36.1,4.965,5228.1,$55k,J2393
2394,1.4,93.918,-42.7,4.962,5228.1,$75k,J2394
2395,-0.1,93.2,-42,4.153,5195.8,$35k,J2395
2396,1.4,93.444,-36.1,4.965,5228.1,$145k,J2396
2397,1.1,93.994,-36.4,4.86,5191,$125k,J2397
2398,-1.8,93.075,-47.1,1.405,5099.1,$215k,J2398
2399,-1.8,92.893,-46.2,1.334,5099.1,$145k,J2399
2400,1.4,93.444,-36.1,4.964,5228.1,$245k,J2400
2401,1.4,94.465,-41.8,4.864,5228.1,$65k,J2401
2402,1.4,93.918,-42.7,4.963,5228.1,$65k,J2402
2403,1.1,93.994,-36.4,4.855,5191,$245k,J2403
2404,-3.4,92.379,-29.8,0.755,5017.5,$75k,J2404
2405,1.4,93.444,-36.1,4.965,5228.1,$245k,J2405
2406,1.4,94.465,-41.8,4.864,5228.1,$75k,J2406
2407,-3.4,92.431,-26.9,0.724,5017.5,$125k,J2407
2408,-1.1,94.199,-37.5,0.882,4963.6,$95k,J2408
2409,1.1,93.994,-36.4,4.859,5191,$165k,J2409
2410,-3.4,92.379,-29.8,0.819,5017.5,$215k,J2410
2411,1.1,93.994,-36.4,4.856,5191,$85k,J2411
2412,1.4,93.918,-42.7,4.96,5228.1,$185k,J2412
2413,1.4,94.465,-41.8,4.864,5228.1,$105k,J2413
2414,1.4,93.444,-36.1,4.962,5228.1,$65k,J2414
2415,-1.8,92.893,-46.2,1.313,5099.1,$215k,J2415
2416,1.4,93.918,-42.7,4.96,5228.1,$95k,J2416
2417,1.1,93.994,-36.4,4.857,5191,$185k,J2417
2418,1.4,93.444,-36.1,4.964,5228.1,$285k,J2418
2419,1.1,93.994,-36.4,4.856,5191,$65k,J2419
2420,1.4,93.918,-42.7,4.957,5228.1,$45k,J2420
2421,1.4,93.918,-42.7,4.958,5228.1,$45k,J2421
2422,1.4,93.444,-36.1,4.965,5228.1,$125k,J2422
2423,1.1,93.994,-36.4,4.86,5191,$75k,J2423
2424,1.4,93.444,-36.1,4.964,5228.1,$95k,J2424
2425,-3.4,92.649,-30.1,0.714,5017.5,$145k,J2425
2426,1.4,93.444,-36.1,4.97,5228.1,$95k,J2426
2427,1.4,94.465,-41.8,4.865,5228.1,$55k,J2427
2428,1.4,94.465,-41.8,4.866,5228.1,$85k,J2428
2429,-1.8,92.893,-46.2,1.344,5099.1,$145k,J2429
2430,1.4,93.444,-36.1,4.964,5228.1,$35k,J2430
2431,1.1,93.994,-36.4,4.859,5191,$45k,J2431
2432,-3.4,92.379,-29.8,0.773,5017.5,$185k,J2432
2433,-1.8,93.075,-47.1,1.435,5099.1,$35k,J2433
2434,-2.9,92.963,-40.8,1.262,5076.2,$185k,J2434
2435,1.4,94.465,-41.8,4.864,5228.1,$35k,J2435
2436,-1.8,92.893,-46.2,1.281,5099.1,$105k,J2436
2437,-1.8,92.893,-46.2,1.291,5099.1,$35k,J2437
2438,1.4,93.444,-36.1,4.965,5228.1,$125k,J2438
2439,1.4,94.465,-41.8,4.967,5228.1,$85k,J2439
2440,1.4,93.918,-42.7,4.961,5228.1,$185k,J2440
2441,1.4,93.918,-42.7,4.962,5228.1,$35k,J2441
2442,1.4,94.465,-41.8,4.961,5228.1,$95k,J2442
2443,-1.8,92.893,-46.2,1.266,5099.1,$55k,J2443
2444,1.4,93.918,-42.7,4.962,5228.1,$65k,J2444
2445,-1.8,92.893,-46.2,1.25,5099.1,$55k,J2445
2446,1.4,93.918,-42.7,4.963,5228.1,$35k,J2446
2447,1.1,93.994,-36.4,4.856,5191,$85k,J2447
2448,-0.1,93.2,-42,4.076,5195.8,$245k,J2448
2449,1.4,94.465,-41.8,4.959,5228.1,$95k,J2449
2450,1.4,94.465,-41.8,4.959,5228.1,$95k,J2450
2451,1.4,94.465,-41.8,4.958,5228.1,$245k,J2451
2452,1.4,94.465,-41.8,4.967,5228.1,$285k,J2452
2453,-1.8,93.075,-47.1,1.41,5099.1,$185k,J2453
2454,-1.8,92.843,-50,1.757,5099.1,$45k,J2454
2455,-0.1,93.2,-42,4.12,5195.8,$105k,J2455
2456,-1.8,92.843,-50,1.757,5099.1,$55k,J2456
2457,1.1,93.994,-36.4,4.857,5191,$95k,J2457
2458,-2.9,92.201,-31.4,0.883,5076.2,$95k,J2458
2459,-2.9,92.963,-40.8,1.215,5076.2,$65k,J2459
2460,-0.1,93.2,-42,4.076,5195.8,$285k,J2460
2461,1.4,93.918,-42.7,4.958,5228.1,$55k,J2461
2462,1.4,93.444,-36.1,4.968,5228.1,$75k,J2462
2463,-1.8,92.893,-46.2,1.281,5099.1,$125k,J2463
2464,1.1,93.994,-36.4,4.857,5191,$35k,J2464
2465,1.4,94.465,-41.8,4.961,5228.1,$75k,J2465
2466,-1.8,92.893,-46.2,1.327,5099.1,$245k,J2466
2467,-0.1,93.2,-42,4.076,5195.8,$85k,J2467
2468,1.1,93.994,-36.4,4.858,5191,$35k,J2468
2469,1.4,93.918,-42.7,4.963,5228.1,$215k,J2469
2470,-1.8,92.893,-46.2,1.244,5099.1,$185k,J2470
2471,1.4,93.918,-42.7,4.962,5228.1,$95k,J2471
2472,-0.1,93.2,-42,4.021,5195.8,$145k,J2472
2473,1.1,93.994,-36.4,4.857,5191,$65k,J2473
2474,-1.8,92.893,-46.2,1.299,5099.1,$185k,J2474
2475,-2.9,92.201,-31.4,0.869,5076.2,$55k,J2475
2476,-1.8,92.893,-46.2,1.291,5099.1,$165k,J2476
2477,1.1,93.994,-36.4,4.855,5191,$125k,J2477
2478,1.4,93.444,-36.1,4.963,5228.1,$95k,J2478
2479,-0.1,93.2,-42,4.153,5195.8,$75k,J2479
2480,1.4,94.465,-41.8,4.961,5228.1,$165k,J2480
2481,-3.4,92.431,-26.9,0.74,5017.5,$285k,J2481
2482,1.1,93.994,-36.4,4.857,5191,$95k,J2482
2483,1.4,93.444,-36.1,4.963,5228.1,$85k,J2483
2484,-1.8,92.893,-46.2,1.291,5099.1,$125k,J2484
2485,1.4,93.918,-42.7,4.962,5228.1,$75k,J2485
2486,1.4,94.465,-41.8,4.959,5228.1,$215k,J2486
2487,1.1,93.994,-36.4,4.857,5191,$45k,J2487
2488,-1.8,93.075,-47.1,1.405,5099.1,$285k,J2488
2489,-1.8,93.876,-40,0.683,5008.7,$35k,J2489
2490,1.4,93.444,-36.1,4.963,5228.1,$45k,J2490
2491,-1.8,92.893,-46.2,1.266,5099.1,$75k,J2491
2492,1.4,93.918,-42.7,4.962,5228.1,$55k,J2492
2493,1.1,93.994,-36.4,4.864,5191,$125k,J2493
2494,-1.8,92.893,-46.2,1.334,5099.1,$165k,J2494
2495,1.1,93.994,-36.4,4.857,5191,$65k,J2495
2496,1.4,93.918,-42.7,4.963,5228.1,$165k,J2496
2497,1.4,93.918,-42.7,4.96,5228.1,$55k,J2497
2498,1.4,94.465,-41.8,4.961,5228.1,$35k,J2498
2499,1.1,93.994,-36.4,4.857,5191,$85k,J2499
2500,1.4,93.444,-36.1,4.966,5228.1,$245k,J2500
2501,-1.8,92.893,-46.2,1.313,5099.1,$105k,J2501
2502,-0.1,93.798,-40.4,4.968,5195.8,$55k,J2502
2503,1.4,93.444,-36.1,4.963,5228.1,$245k,J2503
2504,1.4,93.444,-36.1,4.965,5228.1,$75k,J2504
2505,1.4,94.465,-41.8,4.959,5228.1,$285k,J2505
2506,-0.1,93.2,-42,4.191,5195.8,$75k,J2506
2507,1.4,93.444,-36.1,4.966,5228.1,$85k,J2507
2508,-1.8,92.893,-46.2,1.266,5099.1,$95k,J2508
2509,-1.8,93.749,-34.6,0.644,5008.7,$45k,J2509
2510,1.1,93.994,-36.4,4.859,5191,$85k,J2510
2511,1.4,93.444,-36.1,4.964,5228.1,$65k,J2511
2512,1.4,93.918,-42.7,4.962,5228.1,$245k,J2512
2513,1.1,93.994,-36.4,4.857,5191,$75k,J2513
2514,-3.4,92.431,-26.9,0.74,5017.5,$85k,J2514
2515,-1.8,92.843,-50,1.52,5099.1,$55k,J2515
2516,1.4,93.918,-42.7,4.958,5228.1,$215k,J2516
2517,-3.4,92.431,-26.9,0.731,5017.5,$165k,J2517
2518,-1.8,93.369,-34.8,0.635,5008.7,$55k,J2518
2519,-3.4,92.431,-26.9,0.739,5017.5,$215k,J2519
2520,1.4,94.465,-41.8,4.961,5228.1,$75k,J2520
2521,-0.1,93.2,-42,4.021,5195.8,$145k,J2521
2522,1.4,93.918,-42.7,4.963,5228.1,$245k,J2522
2523,1.1,93.994,-36.4,4.857,5191,$145k,J2523
2524,-1.8,93.749,-34.6,0.644,5008.7,$215k,J2524
2525,-2.9,92.201,-31.4,0.881,5076.2,$105k,J2525
2526,1.4,93.918,-42.7,4.962,5228.1,$55k,J2526
2527,-1.8,92.893,-46.2,1.281,5099.1,$215k,J2527
2528,-1.8,92.893,-46.2,1.244,5099.1,$165k,J2528
2529,-2.9,92.963,-40.8,1.26,5076.2,$35k,J2529
2530,1.4,94.465,-41.8,4.865,5228.1,$105k,J2530
2531,-0.1,93.2,-42,4.076,5195.8,$215k,J2531
2532,-1.8,92.893,-46.2,1.25,5099.1,$35k,J2532
2533,-1.8,93.075,-47.1,1.405,5099.1,$85k,J2533
2534,-1.8,92.893,-46.2,1.264,5099.1,$75k,J2534
2535,-0.1,93.2,-42,4.663,5195.8,$185k,J2535
2536,1.1,93.994,-36.4,4.859,5191,$165k,J2536
2537,-1.8,92.893,-46.2,1.264,5099.1,$125k,J2537
2538,1.1,93.994,-36.4,4.859,5191,$95k,J2538
2539,1.4,93.444,-36.1,4.965,5228.1,$55k,J2539
2540,-0.1,93.2,-42,4.153,5195.8,$65k,J2540
2541,-1.8,92.893,-46.2,1.266,5099.1,$245k,J2541
2542,1.4,94.465,-41.8,4.961,5228.1,$75k,J2542
2543,-1.8,93.075,-47.1,1.479,5099.1,$215k,J2543
2544,-1.8,92.893,-46.2,1.354,5099.1,$35k,J2544
2545,1.4,93.444,-36.1,4.964,5228.1,$45k,J2545
2546,1.1,93.994,-36.4,4.856,5191,$185k,J2546
2547,1.4,93.918,-42.7,4.955,5228.1,$125k,J2547
2548,-1.8,92.893,-46.2,1.344,5099.1,$55k,J2548
2549,-1.8,92.893,-46.2,1.25,5099.1,$125k,J2549
2550,1.4,94.465,-41.8,4.958,5228.1,$285k,J2550
2551,-0.1,93.2,-42,4.021,5195.8,$45k,J2551
2552,-2.9,92.469,-33.6,1.059,5076.2,$125k,J2552
2553,1.4,93.918,-42.7,4.968,5228.1,$95k,J2553
2554,1.4,94.465,-41.8,4.865,5228.1,$145k,J2554
2555,-1.8,92.893,-46.2,1.313,5099.1,$215k,J2555
2556,-1.8,92.893,-46.2,1.344,5099.1,$45k,J2556
2557,1.1,93.994,-36.4,4.856,5191,$285k,J2557
2558,1.4,93.444,-36.1,4.964,5228.1,$45k,J2558
2559,1.1,93.994,-36.4,4.86,5191,$45k,J2559
2560,1.4,93.444,-36.1,4.964,5228.1,$75k,J2560
2561,1.1,93.994,-36.4,4.857,5191,$285k,J2561
2562,-1.8,93.369,-34.8,0.636,5008.7,$245k,J2562
2563,-0.1,93.2,-42,4.153,5195.8,$55k,J2563
2564,1.4,94.465,-41.8,4.962,5228.1,$125k,J2564
2565,1.4,93.918,-42.7,4.968,5228.1,$35k,J2565
2566,1.4,94.465,-41.8,4.866,5228.1,$125k,J2566
2567,-0.1,93.2,-42,4.153,5195.8,$165k,J2567
2568,1.1,93.994,-36.4,4.857,5191,$55k,J2568
2569,1.4,93.918,-42.7,4.962,5228.1,$285k,J2569
2570,-1.8,92.893,-46.2,1.313,5099.1,$185k,J2570
2571,-0.1,93.2,-42,4.12,5195.8,$165k,J2571
2572,1.4,93.444,-36.1,4.965,5228.1,$65k,J2572
2573,-3.4,92.379,-29.8,0.771,5017.5,$145k,J2573
2574,1.4,94.465,-41.8,4.961,5228.1,$45k,J2574
2575,-1.8,92.893,-46.2,1.25,5099.1,$35k,J2575
2576,-1.1,94.767,-50.8,1.035,4963.6,$285k,J2576
2577,1.4,94.465,-41.8,4.961,5228.1,$55k,J2577
2578,1.4,93.444,-36.1,4.964,5228.1,$245k,J2578
2579,-3,92.713,-33,0.706,5023.5,$75k,J2579
2580,-1.7,94.027,-38.3,0.898,4991.6,$245k,J2580
2581,-2.9,92.963,-40.8,1.26,5076.2,$85k,J2581
2582,-1.8,92.893,-46.2,1.266,5099.1,$185k,J2582
2583,1.4,94.465,-41.8,4.959,5228.1,$65k,J2583
2584,1.4,94.465,-41.8,4.959,5228.1,$215k,J2584
2585,1.1,93.994,-36.4,4.859,5191,$65k,J2585
2586,1.4,94.465,-41.8,4.865,5228.1,$125k,J2586
2587,1.4,94.465,-41.8,4.96,5228.1,$285k,J2587
2588,-1.8,92.893,-46.2,1.327,5099.1,$95k,J2588
2589,1.4,93.444,-36.1,4.965,5228.1,$35k,J2589
2590,1.1,93.994,-36.4,4.857,5191,$75k,J2590
2591,-1.8,92.893,-46.2,1.313,5099.1,$105k,J2591
2592,-0.1,93.2,-42,4.191,5195.8,$95k,J2592
2593,1.4,93.918,-42.7,4.962,5228.1,$85k,J2593
2594,-1.1,94.601,-49.5,0.977,4963.6,$35k,J2594
2595,1.4,94.465,-41.8,4.864,5228.1,$145k,J2595
2596,-1.8,93.075,-47.1,1.405,5099.1,$285k,J2596
2597,1.4,93.918,-42.7,4.966,5228.1,$75k,J2597
2598,1.4,94.465,-41.8,4.959,5228.1,$95k,J2598
2599,-1.8,93.075,-47.1,1.405,5099.1,$35k,J2599
2600,1.4,94.465,-41.8,4.967,5228.1,$285k,J2600
2601,-1.8,93.075,-47.1,1.41,5099.1,$215k,J2601
2602,-1.8,92.893,-46.2,1.334,5099.1,$105k,J2602
2603,1.4,93.918,-42.7,4.961,5228.1,$285k,J2603
2604,-1.7,94.215,-40.3,0.893,4991.6,$105k,J2604
2605,1.1,93.994,-36.4,4.857,5191,$65k,J2605
2606,-1.1,94.199,-37.5,0.879,4963.6,$245k,J2606
2607,-1.8,93.075,-47.1,1.41,5099.1,$185k,J2607
2608,1.4,93.918,-42.7,4.962,5228.1,$145k,J2608
2609,-0.1,93.2,-42,4.021,5195.8,$245k,J2609
2610,1.4,93.918,-42.7,4.96,5228.1,$55k,J2610
2611,1.4,93.444,-36.1,4.968,5228.1,$285k,J2611
2612,-2.9,92.201,-31.4,0.883,5076.2,$35k,J2612
2613,1.4,93.918,-42.7,4.962,5228.1,$215k,J2613
2614,1.1,93.994,-36.4,4.855,5191,$55k,J2614
2615,1.1,93.994,-36.4,4.858,5191,$285k,J2615
2616,-0.1,93.2,-42,4.076,5195.8,$285k,J2616
2617,-3.4,92.649,-30.1,0.714,5017.5,$165k,J2617
2618,1.1,93.994,-36.4,4.858,5191,$85k,J2618
2619,-2.9,92.201,-31.4,0.861,5076.2,$45k,J2619
2620,1.4,93.918,-42.7,4.962,5228.1,$85k,J2620
2621,-1.8,93.075,-47.1,1.41,5099.1,$65k,J2621
2622,1.4,94.465,-41.8,4.96,5228.1,$55k,J2622
2623,1.1,93.994,-36.4,4.864,5191,$105k,J2623
2624,-1.8,92.893,-46.2,1.334,5099.1,$35k,J2624
2625,-1.8,92.893,-46.2,1.299,5099.1,$125k,J2625
2626,-3.4,92.649,-30.1,0.714,5017.5,$95k,J2626
2627,-0.1,93.2,-42,4.076,5195.8,$215k,J2627
2628,-1.8,92.893,-46.2,1.281,5099.1,$285k,J2628
2629,-0.1,93.2,-42,4.076,5195.8,$125k,J2629
2630,-3.4,92.431,-26.9,0.739,5017.5,$75k,J2630
2631,1.1,93.994,-36.4,4.857,5191,$65k,J2631
2632,1.4,93.918,-42.7,4.963,5228.1,$285k,J2632
2633,1.1,93.994,-36.4,4.857,5191,$245k,J2633
2634,1.1,93.994,-36.4,4.86,5191,$75k,J2634
2635,-1.7,94.055,-39.8,0.761,4991.6,$105k,J2635
2636,-1.8,92.893,-46.2,1.244,5099.1,$245k,J2636
2637,1.1,93.994,-36.4,4.856,5191,$85k,J2637
2638,-1.8,93.369,-34.8,0.655,5008.7,$165k,J2638
2639,-0.1,93.2,-42,4.191,5195.8,$95k,J2639
2640,1.4,93.444,-36.1,4.963,5228.1,$125k,J2640
2641,1.1,93.994,-36.4,4.857,5191,$215k,J2641
2642,1.4,94.465,-41.8,4.962,5228.1,$215k,J2642
2643,1.4,93.918,-42.7,4.968,5228.1,$55k,J2643
2644,1.1,93.994,-36.4,4.857,5191,$285k,J2644
2645,-2.9,92.963,-40.8,1.26,5076.2,$85k,J2645
2646,-0.1,93.2,-42,4.076,5195.8,$145k,J2646
2647,1.4,93.918,-42.7,4.962,5228.1,$75k,J2647
2648,-1.8,93.075,-47.1,1.4,5099.1,$35k,J2648
2649,1.1,93.994,-36.4,4.857,5191,$45k,J2649
2650,1.4,93.444,-36.1,4.964,5228.1,$185k,J2650
2651,1.4,94.465,-41.8,4.959,5228.1,$55k,J2651
2652,1.1,93.994,-36.4,4.855,5191,$45k,J2652
2653,-1.8,92.893,-46.2,1.244,5099.1,$65k,J2653
2654,1.4,93.444,-36.1,4.963,5228.1,$45k,J2654
2655,1.4,93.918,-42.7,4.96,5228.1,$215k,J2655
2656,1.4,93.444,-36.1,4.97,5228.1,$35k,J2656
2657,-0.1,93.2,-42,4.191,5195.8,$55k,J2657
2658,-0.1,93.2,-42,4.153,5195.8,$45k,J2658
2659,-1.8,92.893,-46.2,1.281,5099.1,$45k,J2659
