loan_id,client_id,credit_default,housing_loan,personal_loan,credit_score
1L222578,2578,no,yes,no,484
1L222579,2579,no,yes,no,457
1L222580,2580,no,yes,no,663
1L222581,2581,unknown,yes,no,434
1L222582,2582,no,yes,no,716
1L222583,2583,no,no,no,792
1L222584,2584,unknown,yes,no,754
1L222585,2585,no,no,no,300
1L222586,2586,no,yes,yes,497
1L222587,2587,unknown,yes,no,661
1L222588,2588,no,yes,no,459
1L222589,2589,no,yes,yes,699
1L222590,2590,unknown,yes,no,763
1L222591,2591,no,yes,no,489
1L222592,2592,no,no,yes,621
1L222593,2593,unknown,no,yes,587
1L222594,2594,no,yes,no,501
1L222595,2595,unknown,yes,no,573
1L222596,2596,unknown,no,no,537
1L222597,2597,no,yes,no,710
1L222598,2598,no,no,no,712
1L222599,2599,no,yes,no,392
1L222600,2600,no,yes,no,529
1L222601,2601,no,no,no,507
1L222602,2602,no,no,no,639
1L222603,2603,unknown,no,no,485
1L222604,2604,no,yes,yes,329
1L222605,2605,unknown,yes,no,746
1L222606,2606,no,no,no,697
1L222607,2607,no,yes,no,695
1L222608,2608,no,yes,yes,342
1L222609,2609,no,yes,no,373
1L222610,2610,no,yes,no,798
1L222611,2611,no,no,no,429
1L222612,2612,no,yes,no,571
1L222613,2613,no,no,no,692
1L222614,2614,no,unknown,unknown,472
1L222615,2615,no,yes,no,770
1L222616,2616,no,yes,no,422
1L222617,2617,no,no,no,838
1L222618,2618,no,yes,no,729
1L222619,2619,no,no,no,494
1L222620,2620,no,yes,no,451
1L222621,2621,no,no,no,722
1L222622,2622,no,yes,no,428
1L222623,2623,unknown,yes,no,799
1L222624,2624,no,yes,no,529
1L222625,2625,no,no,no,372
1L222626,2626,no,unknown,unknown,336
1L222627,2627,no,yes,no,796
1L222628,2628,no,yes,no,752
1L222629,2629,no,no,no,386
1L222630,2630,no,no,no,431
1L222631,2631,no,no,no,766
1L222632,2632,no,yes,no,558
1L222633,2633,no,yes,no,576
1L222634,2634,unknown,yes,no,512
1L222635,2635,no,no,no,847
1L222636,2636,unknown,yes,no,580
1L222637,2637,unknown,no,no,559
1L222638,2638,no,no,no,489
1L222639,2639,no,no,no,829
1L222640,2640,no,yes,no,729
1L222641,2641,no,no,no,454
1L222642,2642,no,yes,no,302
1L222643,2643,no,yes,yes,844
1L222644,2644,no,no,no,597
1L222645,2645,no,no,yes,748
1L222646,2646,unknown,yes,no,616
1L222647,2647,unknown,yes,no,571
1L222648,2648,no,yes,no,438
1L222649,2649,unknown,yes,no,377
1L222650,2650,unknown,yes,yes,849
1L222651,2651,no,no,no,627
1L222652,2652,no,yes,yes,818
1L222653,2653,unknown,yes,no,531
1L222654,2654,no,yes,no,640
1L222655,2655,no,yes,no,341
1L222656,2656,unknown,no,no,805
1L222657,2657,unknown,yes,no,500
1L222658,2658,no,yes,no,418
1L222659,2659,no,yes,no,704
1L222660,2660,no,no,no,477
1L222661,2661,unknown,yes,no,745
1L222662,2662,no,no,no,850
1L222663,2663,no,no,no,734
1L222664,2664,no,no,no,675
1L222665,2665,unknown,yes,no,501
1L222666,2666,no,yes,no,384
1L222667,2667,no,yes,no,560
1L222668,2668,no,no,no,594
1L222669,2669,no,yes,yes,556
1L222670,2670,no,no,yes,456
1L222671,2671,no,yes,no,788
1L222672,2672,no,yes,no,414
1L222673,2673,no,yes,no,849
1L222674,2674,no,no,yes,327
1L222675,2675,no,no,yes,579
1L222676,2676,no,yes,no,425
1L222677,2677,unknown,yes,yes,831
1L222678,2678,no,yes,no,819
1L222679,2679,no,no,no,685
1L222680,2680,no,yes,no,741
1L222681,2681,unknown,no,no,442
1L222682,2682,no,yes,no,512
1L222683,2683,unknown,yes,no,660
1L222684,2684,no,no,no,591
1L222685,2685,unknown,yes,yes,844
1L222686,2686,no,yes,no,595
1L222687,2687,no,no,no,339
1L222688,2688,no,yes,no,455
1L222689,2689,unknown,no,yes,443
1L222690,2690,no,yes,no,542
1L222691,2691,no,yes,no,729
1L222692,2692,no,no,yes,438
1L222693,2693,no,yes,no,416
1L222694,2694,no,no,no,493
1L222695,2695,no,yes,no,672
1L222696,2696,no,no,no,776
1L222697,2697,no,no,no,691
1L222698,2698,no,no,no,437
1L222699,2699,no,yes,no,746
1L222700,2700,no,no,no,329
1L222701,2701,no,no,no,814
1L222702,2702,no,yes,yes,516
1L222703,2703,no,yes,no,312
1L222704,2704,no,yes,no,557
1L222705,2705,no,yes,yes,407
1L222706,2706,no,no,no,695
1L222707,2707,unknown,yes,no,301
1L222708,2708,no,yes,no,841
1L222709,2709,no,no,no,557
1L222710,2710,no,yes,no,594
1L222711,2711,no,yes,no,828
1L222712,2712,no,no,no,513
1L222713,2713,no,yes,no,575
1L222714,2714,no,no,no,674
1L222715,2715,no,yes,no,609
1L222716,2716,no,yes,no,534
1L222717,2717,no,no,no,589
1L222718,2718,no,yes,yes,330
1L222719,2719,unknown,yes,no,346
1L222720,2720,unknown,unknown,unknown,576
1L222721,2721,unknown,no,no,500
1L222722,2722,no,yes,no,599
1L222723,2723,no,yes,no,392
1L222724,2724,no,no,no,570
1L222725,2725,no,yes,no,652
1L222726,2726,unknown,no,no,659
1L222727,2727,no,no,yes,498
1L222728,2728,no,yes,no,809
1L222729,2729,no,yes,no,733
1L222730,2730,no,no,no,599
1L222731,2731,no,yes,no,725
1L222732,2732,no,no,no,636
1L222733,2733,no,yes,no,750
1L222734,2734,no,yes,no,845
1L222735,2735,no,no,no,723
1L222736,2736,unknown,no,no,309
1L222737,2737,no,no,yes,320
1L222738,2738,unknown,no,no,754
1L222739,2739,no,yes,no,674
1L222740,2740,no,yes,yes,600
1L222741,2741,no,no,no,707
1L222742,2742,no,yes,no,412
1L222743,2743,no,yes,no,589
1L222744,2744,no,yes,no,451
1L222745,2745,no,no,no,500
1L222746,2746,no,unknown,unknown,806
1L222747,2747,unknown,no,no,625
1L222748,2748,unknown,yes,yes,434
1L222749,2749,no,yes,no,843
1L222750,2750,no,yes,yes,425
1L222751,2751,no,no,yes,334
1L222752,2752,no,no,no,684
1L222753,2753,no,no,no,590
1L222754,2754,no,yes,no,770
1L222755,2755,no,yes,no,837
1L222756,2756,no,no,no,644
1L222757,2757,no,no,no,671
1L222758,2758,no,yes,no,311
1L222759,2759,no,yes,no,431
1L222760,2760,unknown,no,yes,682
1L222761,2761,no,yes,no,419
1L222762,2762,no,no,no,369
1L222763,2763,unknown,no,no,502
1L222764,2764,no,no,no,683
1L222765,2765,no,yes,no,577
1L222766,2766,no,yes,no,457
1L222767,2767,no,no,no,750
1L222768,2768,no,yes,yes,608
1L222769,2769,no,yes,yes,473
1L222770,2770,no,no,no,368
1L222771,2771,unknown,no,no,761
1L222772,2772,no,yes,no,563
1L222773,2773,unknown,no,no,733
1L222774,2774,no,no,no,698
1L222775,2775,no,no,no,761
1L222776,2776,unknown,yes,yes,695
1L222777,2777,no,no,no,340
1L222778,2778,no,no,no,341
1L222779,2779,no,no,no,383
1L222780,2780,no,no,no,422
1L222781,2781,no,yes,no,552
1L222782,2782,unknown,no,no,685
1L222783,2783,no,no,no,691
1L222784,2784,unknown,yes,no,683
1L222785,2785,no,no,no,618
1L222786,2786,no,yes,no,433
1L222787,2787,no,no,no,774
1L222788,2788,no,yes,no,821
1L222789,2789,no,yes,no,340
1L222790,2790,no,yes,no,430
1L222791,2791,unknown,yes,no,735
1L222792,2792,no,yes,no,629
1L222793,2793,no,yes,no,543
1L222794,2794,no,no,no,686
1L222795,2795,no,no,no,684
1L222796,2796,no,no,no,742
1L222797,2797,no,yes,no,832
1L222798,2798,no,no,no,500
1L222799,2799,no,yes,no,829
1L222800,2800,no,no,no,386
1L222801,2801,no,no,no,481
1L222802,2802,no,no,no,808
1L222803,2803,no,no,no,772
1L222804,2804,no,yes,no,340
1L222805,2805,no,yes,no,551
1L222806,2806,unknown,no,yes,378
1L222807,2807,no,yes,yes,682
1L222808,2808,unknown,yes,no,589
1L222809,2809,no,yes,no,402
1L222810,2810,unknown,unknown,unknown,802
1L222811,2811,no,yes,no,470
1L222812,2812,no,yes,no,334
1L222813,2813,unknown,yes,yes,529
1L222814,2814,no,no,no,630
1L222815,2815,unknown,yes,no,792
1L222816,2816,unknown,yes,no,400
1L222817,2817,no,no,no,358
1L222818,2818,no,yes,no,835
1L222819,2819,no,no,no,700
1L222820,2820,no,no,no,843
1L222821,2821,no,no,no,609
1L222822,2822,unknown,no,no,765
1L222823,2823,no,yes,no,447
1L222824,2824,no,no,no,801
1L222825,2825,unknown,yes,yes,820
1L222826,2826,no,yes,yes,508
1L222827,2827,no,unknown,unknown,305
1L222828,2828,no,yes,yes,440
1L222829,2829,no,yes,yes,344
1L222830,2830,no,yes,no,586
1L222831,2831,no,yes,no,827
1L222832,2832,no,yes,no,734
1L222833,2833,no,yes,no,620
1L222834,2834,no,no,yes,536
1L222835,2835,no,no,no,449
1L222836,2836,no,yes,no,475
1L222837,2837,no,no,yes,425
1L222838,2838,no,yes,no,623
1L222839,2839,unknown,no,no,510
1L222840,2840,unknown,yes,no,847
1L222841,2841,no,no,no,483
1L222842,2842,no,yes,no,489
1L222843,2843,no,unknown,unknown,446
1L222844,2844,no,yes,yes,460
1L222845,2845,no,yes,no,553
1L222846,2846,unknown,yes,no,696
1L222847,2847,no,no,no,660
1L222848,2848,no,yes,no,600
1L222849,2849,unknown,no,no,495
1L222850,2850,no,yes,no,495
1L222851,2851,no,no,no,376
1L222852,2852,no,no,no,384
1L222853,2853,no,no,no,633
1L222854,2854,no,yes,no,571
1L222855,2855,no,no,yes,792
1L222856,2856,no,no,no,768
1L222857,2857,no,yes,no,692
1L222858,2858,no,yes,no,340
1L222859,2859,no,yes,no,672
1L222860,2860,no,yes,no,830
1L222861,2861,no,yes,yes,751
1L222862,2862,no,yes,no,557
1L222863,2863,no,no,no,542
1L222864,2864,no,yes,no,729
1L222865,2865,no,no,no,441
1L222866,2866,no,no,no,778
1L222867,2867,no,no,no,823
1L222868,2868,no,yes,no,446
1L222869,2869,no,yes,yes,463
1L222870,2870,no,yes,yes,304
1L222871,2871,no,yes,no,733
1L222872,2872,no,no,no,757
1L222873,2873,no,no,no,596
1L222874,2874,no,yes,no,561
1L222875,2875,no,unknown,unknown,723
1L222876,2876,no,yes,no,544
1L222877,2877,no,yes,no,332
1L222878,2878,no,no,no,320
1L222879,2879,no,no,no,587
1L222880,2880,no,no,no,803
1L222881,2881,no,no,no,334
1L222882,2882,no,no,no,417
1L222883,2883,no,yes,no,577
1L222884,2884,no,no,yes,753
1L222885,2885,no,yes,no,759
1L222886,2886,no,yes,no,401
1L222887,2887,no,no,no,331
1L222888,2888,no,no,no,695
1L222889,2889,unknown,no,no,807
1L222890,2890,unknown,no,yes,459
1L222891,2891,no,yes,no,485
1L222892,2892,no,no,yes,825
1L222893,2893,no,no,no,732
1L222894,2894,no,yes,yes,832
1L222895,2895,no,yes,no,638
1L222896,2896,unknown,yes,no,661
1L222897,2897,no,yes,yes,589
1L222898,2898,no,no,no,748
1L222899,2899,no,yes,yes,370
1L222900,2900,no,yes,no,699
1L222901,2901,no,no,no,733
1L222902,2902,unknown,no,no,374
1L222903,2903,no,yes,no,386
1L222904,2904,no,no,no,490
1L222905,2905,no,unknown,unknown,448
1L222906,2906,no,yes,no,739
1L222907,2907,unknown,yes,yes,737
1L222908,2908,unknown,yes,no,342
1L222909,2909,unknown,no,yes,313
1L222910,2910,no,no,no,367
1L222911,2911,unknown,yes,no,661
1L222912,2912,no,yes,yes,494
1L222913,2913,no,yes,yes,409
1L222914,2914,no,yes,yes,529
1L222915,2915,no,yes,no,383
1L222916,2916,no,no,no,645
1L222917,2917,no,yes,yes,706
1L222918,2918,no,no,yes,821
1L222919,2919,no,yes,no,699
1L222920,2920,no,yes,yes,366
1L222921,2921,no,no,no,379
1L222922,2922,no,yes,yes,368
1L222923,2923,no,yes,no,436
1L222924,2924,no,no,yes,492
1L222925,2925,no,yes,no,775
1L222926,2926,no,no,no,329
1L222927,2927,unknown,no,yes,455
1L222928,2928,no,yes,no,689
1L222929,2929,no,yes,no,679
1L222930,2930,no,yes,no,417
1L222931,2931,no,no,no,510
1L222932,2932,no,yes,no,657
1L222933,2933,no,no,no,632
1L222934,2934,no,yes,no,775
1L222935,2935,no,yes,yes,584
1L222936,2936,unknown,no,no,355
1L222937,2937,no,yes,no,516
1L222938,2938,no,yes,no,361
1L222939,2939,no,yes,no,631
1L222940,2940,no,no,no,435
1L222941,2941,no,no,no,792
1L222942,2942,unknown,yes,yes,619
1L222943,2943,no,no,no,698
1L222944,2944,no,no,no,579
1L222945,2945,unknown,yes,yes,785
1L222946,2946,no,yes,no,747
1L222947,2947,no,no,no,787
1L222948,2948,no,yes,no,492
1L222949,2949,no,no,no,710
1L222950,2950,no,no,no,329
1L222951,2951,no,yes,no,680
1L222952,2952,no,no,no,339
1L222953,2953,unknown,yes,yes,764
1L222954,2954,unknown,yes,yes,587
1L222955,2955,no,no,no,573
1L222956,2956,unknown,no,no,458
1L222957,2957,no,no,no,583
1L222958,2958,no,yes,yes,361
1L222959,2959,no,yes,no,301
1L222960,2960,no,yes,yes,426
1L222961,2961,no,yes,yes,447
1L222962,2962,no,no,no,623
1L222963,2963,no,yes,no,829
1L222964,2964,no,no,no,659
1L222965,2965,no,yes,yes,467
1L222966,2966,no,yes,no,595
1L222967,2967,no,no,no,486
1L222968,2968,no,yes,no,478
1L222969,2969,unknown,no,no,440
1L222970,2970,unknown,yes,yes,445
1L222971,2971,no,yes,no,635
1L222972,2972,unknown,yes,no,471
1L222973,2973,no,no,yes,504
1L222974,2974,no,no,no,513
1L222975,2975,no,yes,no,347
1L222976,2976,no,no,no,410
1L222977,2977,no,no,yes,547
1L222978,2978,no,no,no,397
1L222979,2979,unknown,yes,no,719
1L222980,2980,no,yes,no,678
1L222981,2981,no,yes,no,331
1L222982,2982,no,no,yes,702
1L222983,2983,no,yes,no,371
1L222984,2984,no,no,no,742
1L222985,2985,unknown,no,no,834
1L222986,2986,no,yes,no,343
1L222987,2987,no,no,no,469
1L222988,2988,no,yes,no,681
1L222989,2989,no,yes,no,681
1L222990,2990,unknown,yes,no,450
1L222991,2991,no,no,no,470
1L222992,2992,no,yes,yes,746
1L222993,2993,no,no,no,374
1L222994,2994,unknown,yes,no,845
1L222995,2995,unknown,no,no,708
1L222996,2996,no,no,yes,308
1L222997,2997,no,yes,no,647
1L222998,2998,no,no,no,583
1L222999,2999,no,no,no,425
1L223000,3000,no,no,no,443
1L223001,3001,no,no,no,566
1L223002,3002,no,no,no,524
1L223003,3003,no,yes,yes,503
1L223004,3004,no,no,no,649
1L223005,3005,no,yes,no,748
1L223006,3006,no,yes,no,414
1L223007,3007,no,no,yes,632
1L223008,3008,no,no,no,843
1L223009,3009,unknown,yes,yes,373
1L223010,3010,no,yes,no,687
1L223011,3011,no,no,no,769
1L223012,3012,unknown,no,no,836
1L223013,3013,unknown,no,no,782
1L223014,3014,unknown,yes,no,748
1L223015,3015,no,yes,no,705
1L223016,3016,no,no,no,427
1L223017,3017,no,no,no,662
1L223018,3018,no,yes,no,647
1L223019,3019,no,no,no,548
1L223020,3020,no,no,no,406
1L223021,3021,no,no,no,766
1L223022,3022,no,no,no,478
1L223023,3023,no,yes,yes,546
1L223024,3024,no,no,yes,433
1L223025,3025,no,no,no,512
1L223026,3026,unknown,no,no,345
1L223027,3027,no,no,no,607
1L223028,3028,no,no,no,545
1L223029,3029,no,no,no,590
1L223030,3030,no,yes,no,699
1L223031,3031,no,no,no,569
1L223032,3032,no,no,no,359
1L223033,3033,no,yes,yes,440
1L223034,3034,no,yes,no,738
1L223035,3035,unknown,no,no,544
1L223036,3036,no,unknown,unknown,345
1L223037,3037,no,no,no,682
1L223038,3038,no,yes,no,743
1L223039,3039,unknown,yes,no,566
1L223040,3040,no,yes,no,363
1L223041,3041,no,yes,no,388
1L223042,3042,no,no,no,799
1L223043,3043,no,no,no,329
1L223044,3044,no,unknown,unknown,456
1L223045,3045,no,no,no,820
1L223046,3046,no,no,no,344
1L223047,3047,no,yes,no,461
1L223048,3048,no,yes,no,358
1L223049,3049,unknown,yes,no,599
1L223050,3050,no,no,no,679
1L223051,3051,no,no,no,330
1L223052,3052,unknown,no,no,445
1L223053,3053,no,yes,no,376
1L223054,3054,no,yes,yes,608
1L223055,3055,unknown,no,no,774
1L223056,3056,no,yes,no,536
1L223057,3057,no,yes,yes,396
1L223058,3058,no,yes,no,610
1L223059,3059,unknown,no,no,395
1L223060,3060,no,no,no,720
1L223061,3061,no,yes,no,597
1L223062,3062,no,yes,no,701
1L223063,3063,unknown,no,no,622
1L223064,3064,no,yes,no,751
1L223065,3065,no,yes,yes,754
1L223066,3066,no,yes,yes,378
1L223067,3067,no,yes,no,450
1L223068,3068,no,yes,no,419
1L223069,3069,no,unknown,unknown,799
1L223070,3070,no,no,no,309
1L223071,3071,no,no,no,684
1L223072,3072,no,yes,no,488
1L223073,3073,unknown,yes,no,570
1L223074,3074,no,yes,no,372
1L223075,3075,no,no,no,311
1L223076,3076,no,no,no,510
1L223077,3077,no,no,no,385
1L223078,3078,no,yes,no,720
1L223079,3079,no,yes,no,621
1L223080,3080,no,yes,no,426
1L223081,3081,unknown,no,no,846
1L223082,3082,unknown,yes,yes,467
1L223083,3083,unknown,yes,no,655
1L223084,3084,no,no,no,516
1L223085,3085,no,yes,no,757
1L223086,3086,no,yes,no,505
1L223087,3087,no,no,no,516
1L223088,3088,no,no,no,486
1L223089,3089,no,yes,no,815
1L223090,3090,no,yes,no,606
1L223091,3091,no,no,no,367
1L223092,3092,no,yes,no,444
1L223093,3093,no,yes,no,302
1L223094,3094,no,no,no,728
1L223095,3095,no,no,no,575
1L223096,3096,no,no,no,346
1L223097,3097,no,no,no,790
1L223098,3098,no,no,no,333
1L223099,3099,no,no,no,709
1L223100,3100,no,no,no,437
1L223101,3101,no,yes,no,765
1L223102,3102,no,no,no,780
1L223103,3103,unknown,yes,yes,709
1L223104,3104,unknown,yes,no,448
1L223105,3105,no,no,no,588
1L223106,3106,unknown,no,yes,814
1L223107,3107,no,no,no,724
1L223108,3108,no,yes,no,722
1L223109,3109,no,no,yes,402
1L223110,3110,unknown,no,no,653
1L223111,3111,no,no,no,578
1L223112,3112,no,unknown,unknown,494
1L223113,3113,no,yes,no,698
1L223114,3114,no,no,no,324
1L223115,3115,no,yes,no,726
1L223116,3116,no,no,no,808
1L223117,3117,no,yes,no,850
1L223118,3118,no,yes,no,659
1L223119,3119,no,no,no,319
1L223120,3120,no,no,no,808
1L223121,3121,unknown,yes,no,549
1L223122,3122,no,yes,no,472
1L223123,3123,no,yes,no,468
1L223124,3124,no,yes,no,489
1L223125,3125,no,yes,no,562
1L223126,3126,no,yes,no,349
1L223127,3127,unknown,yes,no,462
1L223128,3128,no,yes,no,714
1L223129,3129,unknown,no,no,481
1L223130,3130,no,no,no,626
1L223131,3131,no,no,no,727
1L223132,3132,no,yes,no,833
1L223133,3133,no,yes,no,381
1L223134,3134,no,no,no,347
1L223135,3135,no,no,no,685
1L223136,3136,no,no,no,847
1L223137,3137,no,yes,no,329
1L223138,3138,no,no,no,748
1L223139,3139,no,no,no,802
1L223140,3140,no,no,no,822
1L223141,3141,no,no,no,403
1L223142,3142,unknown,no,no,390
1L223143,3143,no,yes,no,741
1L223144,3144,no,yes,no,702
1L223145,3145,no,no,no,313
1L223146,3146,no,yes,no,749
1L223147,3147,no,yes,no,591
1L223148,3148,unknown,yes,no,791
1L223149,3149,no,yes,yes,846
1L223150,3150,unknown,yes,no,427
1L223151,3151,no,yes,yes,540
1L223152,3152,no,no,yes,760
1L223153,3153,unknown,yes,yes,545
1L223154,3154,no,yes,no,419
1L223155,3155,no,no,yes,502
1L223156,3156,no,no,no,523
1L223157,3157,no,no,yes,641
1L223158,3158,no,no,yes,476
1L223159,3159,no,yes,no,582
1L223160,3160,no,no,no,677
1L223161,3161,unknown,yes,no,456
1L223162,3162,no,no,no,454
1L223163,3163,no,yes,no,591
1L223164,3164,no,yes,no,407
1L223165,3165,no,yes,no,326
1L223166,3166,no,no,no,467
1L223167,3167,no,yes,yes,638
1L223168,3168,no,yes,no,496
1L223169,3169,unknown,no,yes,387
1L223170,3170,no,unknown,unknown,455
1L223171,3171,no,yes,no,411
1L223172,3172,no,yes,no,724
1L223173,3173,unknown,yes,no,539
1L223174,3174,unknown,yes,no,503
1L223175,3175,no,yes,no,403
1L223176,3176,no,yes,no,793
1L223177,3177,unknown,yes,no,459
1L223178,3178,no,yes,no,478
1L223179,3179,no,yes,no,639
1L223180,3180,no,unknown,unknown,471
1L223181,3181,no,yes,yes,756
1L223182,3182,unknown,yes,yes,670
1L223183,3183,unknown,yes,no,734
1L223184,3184,unknown,yes,no,383
1L223185,3185,no,yes,no,352
1L223186,3186,unknown,no,no,401
1L223187,3187,unknown,yes,no,519
1L223188,3188,no,no,no,568
1L223189,3189,unknown,yes,yes,312
1L223190,3190,no,yes,no,736
1L223191,3191,no,no,no,559
1L223192,3192,no,no,no,647
1L223193,3193,no,no,yes,829
1L223194,3194,no,no,no,607
1L223195,3195,no,yes,no,786
1L223196,3196,no,yes,yes,670
1L223197,3197,no,yes,yes,825
1L223198,3198,no,yes,no,413
1L223199,3199,no,yes,no,410
1L223200,3200,no,yes,no,490
1L223201,3201,no,unknown,unknown,785
1L223202,3202,unknown,no,no,562
1L223203,3203,no,no,yes,748
1L223204,3204,no,no,no,549
1L223205,3205,no,no,no,448
1L223206,3206,no,unknown,unknown,496
1L223207,3207,unknown,no,yes,781
1L223208,3208,no,no,no,724
1L223209,3209,no,yes,no,481
1L223210,3210,no,yes,no,313
1L223211,3211,no,no,no,396
1L223212,3212,unknown,yes,no,493
1L223213,3213,no,yes,yes,382
1L223214,3214,unknown,yes,no,303
1L223215,3215,unknown,no,yes,770
1L223216,3216,no,yes,no,654
1L223217,3217,no,yes,no,838
1L223218,3218,no,no,no,630
1L223219,3219,unknown,no,no,470
1L223220,3220,unknown,yes,no,583
1L223221,3221,no,yes,no,686
1L223222,3222,no,yes,no,602
1L223223,3223,no,no,no,683
1L223224,3224,no,yes,yes,302
1L223225,3225,no,yes,no,546
1L223226,3226,no,no,no,810
1L223227,3227,no,yes,no,832
1L223228,3228,no,no,no,523
1L223229,3229,no,no,no,442
1L223230,3230,no,yes,no,374
1L223231,3231,no,yes,no,847
1L223232,3232,no,no,no,508
1L223233,3233,no,yes,no,607
1L223234,3234,unknown,yes,no,761
1L223235,3235,unknown,yes,yes,632
1L223236,3236,no,no,no,426
1L223237,3237,unknown,yes,no,553
1L223238,3238,no,yes,no,788
1L223239,3239,no,yes,no,683
1L223240,3240,no,no,no,844
1L223241,3241,no,yes,yes,548
1L223242,3242,no,yes,no,672
1L223243,3243,no,no,no,653
1L223244,3244,no,yes,no,310
1L223245,3245,unknown,no,no,736
1L223246,3246,no,yes,no,314
1L223247,3247,no,yes,no,791
1L223248,3248,no,yes,no,694
1L223249,3249,no,yes,yes,382
1L223250,3250,no,yes,no,622
1L223251,3251,no,yes,no,793
1L223252,3252,no,no,no,578
1L223253,3253,no,no,no,394
1L223254,3254,unknown,yes,no,635
1L223255,3255,unknown,no,no,410
1L223256,3256,no,no,no,353
1L223257,3257,no,yes,no,532
1L223258,3258,no,yes,no,655
1L223259,3259,no,yes,no,633
1L223260,3260,unknown,no,no,397
1L223261,3261,no,no,no,832
1L223262,3262,no,no,yes,399
1L223263,3263,no,yes,no,730
1L223264,3264,unknown,no,no,328
1L223265,3265,unknown,yes,yes,545
1L223266,3266,no,yes,yes,804
1L223267,3267,no,yes,no,803
1L223268,3268,no,no,no,603
1L223269,3269,no,yes,no,355
1L223270,3270,no,no,yes,547
1L223271,3271,no,yes,yes,703
1L223272,3272,no,yes,no,356
1L223273,3273,no,yes,no,398
1L223274,3274,no,yes,no,476
1L223275,3275,no,yes,no,689
1L223276,3276,no,yes,no,463
1L223277,3277,unknown,no,no,808
1L223278,3278,no,yes,no,380
1L223279,3279,no,no,no,740
1L223280,3280,no,no,no,431
1L223281,3281,no,no,no,430
1L223282,3282,no,yes,no,813
1L223283,3283,no,yes,no,301
1L223284,3284,no,no,no,687
1L223285,3285,no,yes,no,640
1L223286,3286,no,yes,no,691
1L223287,3287,unknown,yes,no,823
1L223288,3288,no,yes,no,386
1L223289,3289,unknown,yes,no,530
1L223290,3290,no,yes,no,824
1L223291,3291,no,no,no,813
1L223292,3292,no,yes,yes,771
1L223293,3293,no,yes,no,565
1L223294,3294,no,yes,no,604
1L223295,3295,no,yes,no,345
1L223296,3296,no,yes,yes,504
1L223297,3297,no,yes,no,783
1L223298,3298,no,yes,yes,809
1L223299,3299,no,yes,no,491
1L223300,3300,no,yes,no,581
1L223301,3301,unknown,no,no,646
1L223302,3302,no,yes,yes,799
1L223303,3303,no,yes,no,758
1L223304,3304,unknown,no,no,836
1L223305,3305,no,yes,no,307
1L223306,3306,no,no,no,612
1L223307,3307,no,yes,no,560
1L223308,3308,no,yes,yes,402
1L223309,3309,no,no,no,404
1L223310,3310,unknown,no,no,532
1L223311,3311,no,no,no,708
1L223312,3312,no,no,yes,546
1L223313,3313,no,no,no,622
1L223314,3314,no,yes,yes,730
1L223315,3315,no,no,no,808
1L223316,3316,no,yes,no,348
1L223317,3317,no,no,yes,826
1L223318,3318,no,yes,yes,815
1L223319,3319,unknown,yes,yes,679
1L223320,3320,unknown,yes,no,735
1L223321,3321,no,no,no,678
1L223322,3322,no,yes,no,706
1L223323,3323,no,no,yes,507
1L223324,3324,no,no,no,688
1L223325,3325,no,no,no,396
1L223326,3326,no,yes,no,621
1L223327,3327,no,yes,no,589
1L223328,3328,no,yes,no,668
1L223329,3329,no,yes,no,365
1L223330,3330,no,no,no,626
1L223331,3331,no,yes,no,511
1L223332,3332,unknown,yes,yes,561
1L223333,3333,no,no,no,401
1L223334,3334,no,no,no,368
1L223335,3335,no,no,no,489
1L223336,3336,unknown,yes,yes,654
1L223337,3337,unknown,yes,no,530
1L223338,3338,no,no,yes,664
1L223339,3339,no,no,yes,395
1L223340,3340,no,yes,yes,761
1L223341,3341,no,no,no,465
1L223342,3342,unknown,no,no,350
1L223343,3343,no,yes,no,774
1L223344,3344,no,yes,no,456
1L223345,3345,no,no,no,722
1L223346,3346,no,yes,no,359
1L223347,3347,no,no,no,777
1L223348,3348,no,no,no,680
1L223349,3349,no,yes,no,567
1L223350,3350,no,yes,no,388
1L223351,3351,no,yes,no,847
1L223352,3352,no,yes,yes,799
1L223353,3353,no,yes,yes,770
1L223354,3354,no,yes,yes,478
1L223355,3355,no,no,no,462
1L223356,3356,no,yes,no,705
1L223357,3357,no,yes,no,822
1L223358,3358,unknown,yes,no,805
1L223359,3359,no,no,no,667
1L223360,3360,no,yes,no,459
1L223361,3361,no,yes,no,432
1L223362,3362,no,yes,no,581
1L223363,3363,unknown,no,no,482
1L223364,3364,unknown,no,no,751
1L223365,3365,no,no,no,830
1L223366,3366,no,yes,no,499
1L223367,3367,no,yes,no,688
1L223368,3368,no,yes,no,693
1L223369,3369,no,yes,yes,518
1L223370,3370,no,yes,yes,824
1L223371,3371,unknown,yes,no,346
1L223372,3372,no,yes,no,800
1L223373,3373,unknown,no,no,306
1L223374,3374,no,no,no,606
1L223375,3375,no,no,no,604
1L223376,3376,no,yes,no,791
1L223377,3377,no,no,no,643
1L223378,3378,unknown,no,no,375
1L223379,3379,no,no,no,604
1L223380,3380,no,no,no,714
1L223381,3381,no,yes,no,819
1L223382,3382,no,no,yes,472
1L223383,3383,no,no,no,489
1L223384,3384,no,yes,no,686
1L223385,3385,no,no,no,372
1L223386,3386,no,no,no,323
1L223387,3387,no,yes,no,677
1L223388,3388,no,no,no,597
1L223389,3389,unknown,no,no,574
