client_id,campaign,pdays,previous,poutcome,outcome
1989,9,8,1,nonexistent,no
1990,3,192,1,failure,no
1991,5,183,1,nonexistent,no
1992,9,188,0,nonexistent,no
1993,4,203,1,nonexistent,no
1994,2,186,0,nonexistent,no
1995,5,88,0,nonexistent,no
1996,2,229,0,nonexistent,no
1997,8,139,0,nonexistent,no
1998,9,67,1,failure,no
1999,6,41,0,failure,no
2000,0,103,1,nonexistent,no
2001,5,212,0,failure,yes
2002,0,150,1,nonexistent,no
2003,9,238,0,nonexistent,no
2004,2,146,0,nonexistent,no
2005,7,70,0,failure,no
2006,7,199,0,nonexistent,no
2007,2,96,0,nonexistent,no
2008,6,212,1,nonexistent,no
2009,3,139,1,nonexistent,no
2010,9,129,1,nonexistent,no
2011,5,95,0,nonexistent,no
2012,3,191,1,nonexistent,no
2013,3,226,0,nonexistent,yes
2014,2,137,0,nonexistent,no
2015,3,140,1,nonexistent,yes
2016,2,62,0,nonexistent,no
2017,3,41,0,nonexistent,no
2018,2,44,0,nonexistent,no
2019,8,236,0,success,yes
2020,0,200,0,nonexistent,no
2021,5,110,0,failure,no
2022,7,126,0,nonexistent,no
2023,5,78,1,failure,no
2024,6,53,1,nonexistent,no
2025,1,15,1,nonexistent,no
2026,8,105,0,nonexistent,no
2027,8,125,0,nonexistent,no
2028,1,71,0,nonexistent,no
2029,0,113,0,nonexistent,no
2030,8,24,1,nonexistent,no
2031,0,94,1,nonexistent,no
2032,4,12,1,nonexistent,no
2033,3,202,1,nonexistent,no
2034,2,135,0,nonexistent,no
2035,8,112,1,nonexistent,no
2036,7,181,0,failure,no
2037,7,181,1,nonexistent,yes
2038,3,165,1,nonexistent,no
2039,8,196,1,nonexistent,no
2040,1,132,1,nonexistent,no
2041,1,227,0,nonexistent,no
2042,9,30,0,success,no
2043,3,76,1,nonexistent,yes
2044,6,12,1,nonexistent,no
2045,8,83,0,nonexistent,yes
2046,5,242,0,nonexistent,yes
2047,4,71,1,nonexistent,no
2048,1,19,0,nonexistent,no
2049,6,3,0,nonexistent,no
2050,5,44,0,nonexistent,no
2051,1,27,1,nonexistent,no
2052,1,115,0,failure,no
2053,7,139,1,nonexistent,no
2054,9,112,1,nonexistent,no
2055,9,225,1,nonexistent,no
2056,1,6,1,nonexistent,no
2057,6,134,0,nonexistent,no
2058,0,226,1,failure,no
2059,7,50,1,nonexistent,no
2060,5,200,1,nonexistent,no
2061,1,118,1,nonexistent,no
2062,7,82,0,nonexistent,no
2063,8,224,1,nonexistent,no
2064,9,223,1,nonexistent,no
2065,6,191,1,nonexistent,yes
2066,0,128,0,nonexistent,no
2067,3,126,1,nonexistent,no
2068,1,221,1,nonexistent,no
2069,8,175,0,nonexistent,no
2070,1,47,1,nonexistent,no
2071,9,126,0,nonexistent,no
2072,8,37,1,nonexistent,no
2073,7,27,0,nonexistent,no
2074,7,15,1,nonexistent,no
2075,6,160,1,nonexistent,no
2076,7,117,0,nonexistent,no
2077,9,28,1,nonexistent,yes
2078,4,119,0,nonexistent,no
2079,1,6,1,nonexistent,no
2080,6,229,0,failure,no
2081,0,235,0,nonexistent,no
2082,2,111,0,nonexistent,no
2083,4,209,1,nonexistent,yes
2084,1,238,0,nonexistent,no
2085,6,178,1,nonexistent,no
2086,9,4,0,nonexistent,no
2087,2,242,0,nonexistent,no
2088,3,192,0,nonexistent,yes
2089,9,32,0,nonexistent,no
2090,5,134,0,nonexistent,no
2091,4,179,0,nonexistent,no
2092,6,160,0,success,no
2093,7,165,0,nonexistent,no
2094,1,114,1,nonexistent,no
2095,0,27,0,nonexistent,no
2096,2,153,1,nonexistent,no
2097,4,235,1,failure,no
2098,9,3,0,nonexistent,no
2099,5,229,1,nonexistent,no
2100,5,219,1,nonexistent,no
2101,1,219,1,nonexistent,no
2102,9,28,1,nonexistent,no
2103,3,191,1,success,yes
2104,3,91,1,nonexistent,no
2105,8,89,1,nonexistent,no
2106,3,29,0,nonexistent,no
2107,1,65,1,nonexistent,no
2108,2,41,1,nonexistent,no
2109,0,29,1,nonexistent,no
2110,6,41,1,nonexistent,no
2111,3,47,0,nonexistent,no
2112,4,189,0,nonexistent,yes
2113,7,51,0,nonexistent,no
2114,1,83,1,nonexistent,yes
2115,8,194,1,nonexistent,no
2116,6,173,1,nonexistent,no
2117,9,34,1,nonexistent,no
2118,7,101,1,success,yes
2119,6,84,1,nonexistent,no
2120,8,231,1,nonexistent,no
2121,7,107,0,nonexistent,no
2122,1,235,0,nonexistent,no
2123,0,189,0,success,no
2124,4,22,0,nonexistent,no
2125,0,234,0,nonexistent,no
2126,9,1,0,nonexistent,no
2127,6,54,0,nonexistent,no
2128,5,139,0,nonexistent,no
2129,5,64,0,nonexistent,no
2130,1,220,0,nonexistent,no
2131,3,33,1,failure,no
2132,1,230,1,nonexistent,no
2133,4,135,1,nonexistent,no
2134,4,97,0,nonexistent,no
2135,4,6,0,failure,no
2136,6,240,0,nonexistent,no
2137,3,191,1,nonexistent,yes
2138,4,163,1,nonexistent,no
2139,3,192,1,success,yes
2140,9,215,0,success,no
2141,3,205,0,nonexistent,yes
2142,0,227,0,nonexistent,no
2143,8,122,0,failure,no
2144,5,182,1,nonexistent,no
2145,4,188,1,failure,no
2146,5,60,0,nonexistent,no
2147,2,198,0,nonexistent,no
2148,5,158,1,nonexistent,no
2149,2,213,1,nonexistent,no
2150,7,114,1,nonexistent,no
2151,4,76,0,nonexistent,no
2152,1,53,1,nonexistent,no
2153,2,214,1,nonexistent,no
2154,7,183,0,nonexistent,yes
2155,1,209,1,nonexistent,no
2156,3,147,1,nonexistent,no
2157,1,28,0,nonexistent,no
2158,1,194,1,nonexistent,no
2159,4,256,0,nonexistent,no
2160,0,17,1,nonexistent,no
2161,9,223,1,nonexistent,no
2162,0,251,1,nonexistent,no
2163,8,39,1,success,yes
2164,4,216,1,nonexistent,no
2165,5,138,1,nonexistent,no
2166,2,190,1,nonexistent,no
2167,6,25,0,nonexistent,no
2168,2,46,0,nonexistent,no
2169,5,168,1,nonexistent,no
2170,3,71,1,nonexistent,yes
2171,7,98,1,nonexistent,no
2172,7,146,0,nonexistent,yes
2173,5,206,0,nonexistent,no
2174,2,186,1,nonexistent,no
2175,4,251,1,nonexistent,no
2176,5,30,0,nonexistent,no
2177,7,121,1,nonexistent,no
2178,0,131,1,nonexistent,no
2179,2,124,0,nonexistent,no
2180,2,169,0,nonexistent,no
2181,4,242,0,nonexistent,no
2182,6,214,1,nonexistent,no
2183,5,23,0,failure,yes
2184,1,237,0,nonexistent,no
2185,8,140,1,nonexistent,no
2186,4,224,0,nonexistent,no
2187,7,107,0,nonexistent,no
2188,2,112,1,success,yes
2189,7,4,0,nonexistent,no
2190,7,112,1,nonexistent,no
2191,0,255,1,failure,no
2192,7,121,1,nonexistent,no
2193,3,80,1,nonexistent,no
2194,8,209,1,nonexistent,no
2195,2,222,1,nonexistent,no
2196,1,153,1,nonexistent,no
2197,9,128,1,failure,no
2198,4,37,1,nonexistent,no
2199,1,29,0,nonexistent,no
2200,7,201,0,nonexistent,no
2201,6,200,0,nonexistent,yes
2202,9,195,0,nonexistent,no
2203,0,86,1,nonexistent,no
2204,2,147,0,nonexistent,no
2205,6,62,0,nonexistent,no
2206,3,220,1,nonexistent,no
2207,1,87,0,nonexistent,no
2208,0,62,1,nonexistent,no
2209,1,100,1,nonexistent,no
2210,1,48,0,nonexistent,no
2211,9,253,1,nonexistent,no
2212,8,226,0,success,yes
2213,9,218,0,nonexistent,no
2214,1,88,1,failure,no
2215,2,14,0,nonexistent,no
2216,0,5,0,nonexistent,no
2217,0,34,0,failure,no
2218,5,245,0,nonexistent,yes
2219,3,252,0,nonexistent,no
2220,0,132,1,nonexistent,no
2221,0,88,0,nonexistent,no
2222,1,54,0,nonexistent,no
2223,7,35,1,nonexistent,no
2224,0,32,1,nonexistent,no
2225,1,117,0,nonexistent,no
2226,6,158,0,nonexistent,no
2227,0,234,0,nonexistent,no
2228,2,204,1,nonexistent,no
2229,8,83,0,failure,no
2230,4,170,1,nonexistent,no
2231,8,26,1,nonexistent,no
2232,8,147,1,nonexistent,yes
2233,4,222,0,nonexistent,yes
2234,9,192,0,nonexistent,no
2235,4,226,0,failure,no
2236,4,61,0,nonexistent,no
2237,5,126,1,nonexistent,no
2238,5,247,0,nonexistent,no
2239,3,172,0,nonexistent,no
2240,5,161,0,nonexistent,no
2241,9,256,0,failure,no
2242,1,126,0,nonexistent,no
2243,8,43,1,nonexistent,yes
2244,7,238,0,failure,yes
2245,1,9,0,nonexistent,no
2246,1,60,1,nonexistent,no
2247,8,62,1,nonexistent,no
2248,7,236,1,nonexistent,no
2249,4,32,0,nonexistent,no
2250,5,96,1,nonexistent,no
2251,0,10,1,nonexistent,no
2252,9,64,0,nonexistent,no
2253,6,180,1,nonexistent,no
2254,2,67,0,nonexistent,no
2255,5,65,0,nonexistent,no
2256,6,255,1,nonexistent,no
2257,0,222,0,nonexistent,no
2258,1,225,1,nonexistent,no
2259,5,74,1,nonexistent,no
2260,3,123,1,nonexistent,no
2261,1,48,1,nonexistent,no
2262,5,151,0,nonexistent,no
2263,2,111,0,nonexistent,no
2264,4,177,0,success,yes
2265,1,83,0,nonexistent,no
2266,5,235,1,nonexistent,no
2267,8,126,0,nonexistent,no
2268,3,108,0,failure,no
2269,3,180,1,nonexistent,no
2270,3,190,1,nonexistent,no
2271,9,37,0,failure,no
2272,7,190,1,nonexistent,no
2273,6,211,1,success,no
2274,9,229,0,nonexistent,no
2275,2,23,1,failure,no
2276,8,221,0,nonexistent,no
2277,2,18,0,nonexistent,no
2278,8,6,1,nonexistent,yes
2279,8,34,0,nonexistent,yes
2280,9,35,1,nonexistent,no
2281,7,37,1,failure,no
2282,8,209,1,nonexistent,no
2283,2,46,0,nonexistent,no
2284,2,147,0,nonexistent,no
2285,3,159,0,nonexistent,no
2286,3,92,0,failure,no
2287,3,165,0,nonexistent,no
2288,2,45,1,nonexistent,no
2289,2,36,0,nonexistent,no
2290,4,242,0,nonexistent,no
2291,7,48,1,nonexistent,no
2292,9,110,0,failure,no
2293,1,140,0,failure,no
2294,2,237,0,nonexistent,no
2295,6,32,0,success,no
2296,0,53,0,nonexistent,no
2297,9,206,0,failure,no
2298,1,73,1,nonexistent,no
2299,5,21,0,nonexistent,no
2300,2,246,1,nonexistent,yes
2301,7,123,1,nonexistent,no
2302,3,46,0,nonexistent,no
2303,5,208,1,nonexistent,no
2304,2,131,0,nonexistent,yes
2305,3,226,1,nonexistent,yes
2306,4,85,0,failure,yes
2307,6,13,1,nonexistent,yes
2308,0,142,0,nonexistent,no
2309,3,153,1,nonexistent,no
2310,7,153,0,nonexistent,no
2311,9,42,0,failure,no
2312,1,105,1,nonexistent,no
2313,4,55,0,nonexistent,no
2314,5,198,0,nonexistent,no
2315,0,180,1,failure,no
2316,1,2,0,nonexistent,no
2317,8,44,1,failure,no
2318,4,90,0,nonexistent,no
2319,9,141,1,nonexistent,no
2320,3,92,0,nonexistent,no
2321,6,185,0,nonexistent,no
2322,9,165,1,nonexistent,no
2323,7,225,1,nonexistent,no
2324,7,173,0,failure,yes
2325,8,121,0,failure,no
2326,9,39,1,failure,no
2327,1,30,1,nonexistent,no
2328,4,46,1,nonexistent,no
2329,3,44,0,nonexistent,no
2330,2,112,1,nonexistent,no
2331,0,189,0,nonexistent,no
2332,0,23,1,nonexistent,no
2333,4,111,0,nonexistent,no
2334,7,27,0,nonexistent,no
2335,5,220,1,nonexistent,no
2336,6,110,0,nonexistent,yes
2337,4,104,0,nonexistent,no
2338,4,9,1,nonexistent,no
2339,0,203,1,nonexistent,no
2340,1,254,0,nonexistent,no
2341,9,233,0,nonexistent,no
2342,0,240,1,nonexistent,no
2343,4,1,1,nonexistent,no
2344,6,248,0,nonexistent,no
2345,2,193,0,failure,no
2346,1,178,1,nonexistent,no
2347,8,23,0,nonexistent,no
2348,1,69,1,nonexistent,no
2349,3,248,0,failure,no
2350,5,215,0,nonexistent,no
2351,5,83,0,nonexistent,no
2352,1,211,1,nonexistent,no
2353,6,107,0,nonexistent,no
2354,7,130,1,nonexistent,no
2355,1,131,1,failure,no
2356,6,160,0,nonexistent,no
2357,9,103,0,nonexistent,no
2358,9,14,0,nonexistent,no
2359,3,204,0,nonexistent,no
2360,5,100,0,nonexistent,yes
2361,3,108,0,nonexistent,no
2362,6,134,0,nonexistent,no
2363,7,29,1,nonexistent,no
2364,5,178,1,nonexistent,no
2365,2,133,1,nonexistent,no
2366,5,101,0,nonexistent,no
2367,0,107,0,failure,yes
2368,4,112,0,nonexistent,no
2369,4,79,1,failure,no
2370,7,151,0,nonexistent,no
2371,5,90,0,nonexistent,no
2372,5,235,0,failure,no
2373,1,204,1,nonexistent,no
2374,1,63,0,success,yes
2375,2,101,1,nonexistent,no
2376,5,55,0,nonexistent,no
2377,4,75,0,nonexistent,no
2378,0,187,1,nonexistent,no
2379,9,73,0,nonexistent,no
2380,1,133,0,nonexistent,no
2381,1,8,0,nonexistent,no
2382,4,135,0,failure,no
2383,2,99,1,nonexistent,yes
2384,9,192,1,nonexistent,yes
2385,4,153,0,nonexistent,no
2386,3,216,1,nonexistent,no
2387,1,245,1,nonexistent,no
2388,9,186,0,failure,no
2389,1,69,1,nonexistent,no
2390,1,74,1,nonexistent,no
2391,3,197,0,nonexistent,no
2392,2,182,1,nonexistent,no
2393,5,2,1,nonexistent,no
2394,4,89,1,nonexistent,no
2395,7,220,0,nonexistent,no
2396,3,229,1,nonexistent,no
2397,2,5,1,nonexistent,no
2398,9,56,0,nonexistent,no
2399,6,27,1,nonexistent,no
2400,0,42,1,nonexistent,no
2401,7,196,0,nonexistent,no
2402,5,142,0,nonexistent,no
2403,1,179,0,nonexistent,no
2404,2,150,1,failure,no
2405,2,86,0,nonexistent,no
2406,7,112,0,nonexistent,no
2407,7,216,1,nonexistent,no
2408,7,72,0,failure,no
2409,5,103,1,nonexistent,no
2410,3,221,0,nonexistent,no
2411,6,232,1,nonexistent,no
2412,6,256,1,nonexistent,no
2413,0,6,1,nonexistent,yes
2414,4,134,0,nonexistent,no
2415,6,101,0,nonexistent,no
2416,7,118,0,nonexistent,no
2417,9,82,1,nonexistent,no
2418,6,45,0,nonexistent,no
2419,3,140,1,nonexistent,no
2420,2,121,1,nonexistent,no
2421,5,146,1,nonexistent,no
2422,4,180,0,nonexistent,no
2423,4,133,0,nonexistent,no
2424,5,163,1,nonexistent,no
2425,2,5,1,nonexistent,no
2426,4,28,0,nonexistent,no
2427,6,61,1,nonexistent,no
2428,5,14,1,nonexistent,no
2429,1,176,1,failure,no
2430,3,44,1,nonexistent,no
2431,7,221,0,nonexistent,yes
2432,0,78,0,success,yes
2433,1,76,0,nonexistent,no
2434,4,62,1,success,yes
2435,9,210,0,nonexistent,no
2436,0,12,0,nonexistent,yes
2437,6,205,1,nonexistent,no
2438,6,214,0,nonexistent,no
2439,0,61,1,nonexistent,no
2440,0,59,1,nonexistent,no
2441,4,194,0,nonexistent,yes
2442,6,245,1,nonexistent,no
2443,3,135,1,failure,no
2444,0,40,1,nonexistent,no
2445,5,117,1,nonexistent,no
2446,4,91,0,nonexistent,no
2447,3,164,1,nonexistent,no
2448,2,141,0,nonexistent,no
2449,3,222,0,nonexistent,no
2450,2,174,1,nonexistent,yes
2451,5,199,1,nonexistent,no
2452,6,129,0,nonexistent,no
2453,9,217,1,failure,no
2454,9,37,0,nonexistent,no
2455,0,71,1,nonexistent,no
2456,8,165,1,nonexistent,yes
2457,7,63,1,nonexistent,no
2458,1,10,1,nonexistent,no
2459,4,224,1,nonexistent,no
2460,7,113,0,nonexistent,no
2461,9,155,0,nonexistent,no
2462,0,96,1,nonexistent,no
2463,5,251,0,nonexistent,no
2464,8,247,1,nonexistent,no
2465,2,255,0,nonexistent,no
2466,9,187,1,nonexistent,no
2467,1,46,0,failure,no
2468,4,89,1,nonexistent,no
2469,7,207,0,nonexistent,yes
2470,2,169,0,nonexistent,no
2471,8,249,0,nonexistent,no
2472,4,211,1,failure,no
2473,6,219,1,nonexistent,no
2474,1,189,0,nonexistent,no
2475,7,183,0,nonexistent,no
2476,9,132,1,failure,no
2477,7,76,0,nonexistent,no
2478,7,36,0,nonexistent,no
2479,5,112,1,failure,no
2480,5,251,0,nonexistent,no
2481,3,139,1,success,yes
2482,2,3,0,nonexistent,no
2483,0,96,0,nonexistent,no
2484,7,177,1,failure,no
2485,1,249,1,nonexistent,no
2486,2,21,0,nonexistent,no
2487,7,68,0,nonexistent,no
2488,7,205,0,nonexistent,no
2489,6,139,0,success,yes
2490,1,166,0,nonexistent,no
2491,5,190,1,nonexistent,no
2492,7,124,1,nonexistent,no
2493,9,31,1,nonexistent,no
2494,4,55,0,nonexistent,no
2495,9,19,1,nonexistent,no
2496,2,160,0,nonexistent,no
2497,0,131,0,nonexistent,no
2498,4,178,0,nonexistent,no
2499,2,159,1,nonexistent,no
2500,9,187,0,nonexistent,no
2501,2,228,0,failure,no
2502,1,10,0,nonexistent,yes
2503,2,230,1,nonexistent,no
2504,3,178,0,nonexistent,no
2505,3,59,1,nonexistent,no
2506,7,209,1,nonexistent,no
2507,9,136,1,nonexistent,no
2508,7,160,0,nonexistent,no
2509,3,61,0,nonexistent,yes
2510,1,101,0,nonexistent,no
2511,6,7,1,nonexistent,no
2512,6,138,1,nonexistent,no
2513,9,217,0,nonexistent,no
2514,8,142,1,failure,yes
2515,7,198,1,nonexistent,yes
2516,4,229,1,nonexistent,yes
2517,6,176,0,nonexistent,no
2518,9,1,1,failure,no
2519,4,51,1,nonexistent,no
2520,0,74,0,nonexistent,no
2521,2,68,0,nonexistent,no
2522,6,160,1,nonexistent,no
2523,4,209,1,nonexistent,no
2524,5,89,0,nonexistent,yes
2525,1,17,1,failure,no
2526,6,178,0,nonexistent,no
2527,2,112,1,failure,no
2528,5,175,0,nonexistent,no
2529,5,238,1,nonexistent,yes
2530,3,41,1,nonexistent,no
2531,6,188,1,nonexistent,no
2532,2,193,0,nonexistent,no
2533,2,103,1,nonexistent,no
2534,9,10,0,nonexistent,yes
2535,1,227,0,nonexistent,no
2536,4,92,0,nonexistent,no
2537,7,58,1,nonexistent,no
2538,2,38,1,nonexistent,no
2539,6,213,0,nonexistent,no
2540,8,85,1,nonexistent,no
2541,5,252,0,failure,no
2542,0,160,1,nonexistent,no
2543,9,180,1,failure,yes
2544,4,228,0,nonexistent,no
2545,7,31,0,nonexistent,no
2546,9,26,1,nonexistent,no
2547,9,213,0,nonexistent,no
2548,8,9,1,failure,no
2549,7,168,1,failure,no
2550,4,129,1,nonexistent,no
2551,0,143,0,nonexistent,no
2552,1,3,0,nonexistent,yes
2553,0,219,0,nonexistent,no
2554,8,16,0,nonexistent,no
2555,8,96,1,success,no
2556,3,216,1,failure,no
2557,4,114,1,nonexistent,no
2558,3,240,0,nonexistent,no
2559,3,121,0,nonexistent,no
2560,0,247,1,nonexistent,no
2561,9,103,1,nonexistent,no
2562,1,189,0,nonexistent,no
2563,1,246,1,failure,no
2564,5,174,1,nonexistent,no
2565,7,251,0,nonexistent,no
2566,4,100,0,nonexistent,no
2567,3,0,0,failure,no
2568,0,165,1,nonexistent,no
2569,5,210,0,nonexistent,no
2570,0,1,0,nonexistent,no
2571,3,17,1,nonexistent,no
2572,1,136,1,nonexistent,yes
2573,1,105,0,nonexistent,no
2574,1,245,1,nonexistent,no
2575,4,170,1,nonexistent,no
2576,8,36,1,success,no
2577,0,254,0,nonexistent,no
2578,5,251,0,nonexistent,no
2579,1,213,0,nonexistent,yes
2580,0,133,0,failure,no
2581,1,209,0,nonexistent,yes
2582,8,224,1,failure,yes
2583,7,15,1,nonexistent,no
2584,2,83,1,nonexistent,no
2585,0,231,0,nonexistent,no
2586,7,105,0,nonexistent,no
2587,5,39,1,nonexistent,no
2588,6,211,0,nonexistent,no
2589,5,59,0,nonexistent,no
2590,8,27,0,nonexistent,no
2591,4,162,0,failure,no
2592,0,221,0,failure,no
2593,2,40,1,nonexistent,no
2594,6,100,0,success,yes
2595,7,68,0,nonexistent,no
2596,8,55,0,nonexistent,no
2597,7,204,1,nonexistent,no
2598,1,32,1,nonexistent,no
2599,8,227,1,nonexistent,no
2600,5,85,0,nonexistent,no
2601,1,110,1,failure,no
2602,3,222,1,nonexistent,no
2603,8,207,0,nonexistent,no
2604,9,220,1,success,no
2605,2,69,1,nonexistent,no
2606,5,142,1,nonexistent,no
2607,9,98,1,nonexistent,no
2608,4,188,1,nonexistent,no
2609,4,143,1,nonexistent,no
2610,0,5,0,nonexistent,no
2611,7,158,1,nonexistent,no
2612,2,17,1,nonexistent,no
2613,8,51,0,nonexistent,no
2614,4,19,1,nonexistent,no
2615,6,21,0,nonexistent,no
2616,7,14,0,nonexistent,no
2617,6,125,1,success,yes
2618,0,253,0,nonexistent,no
2619,4,113,1,nonexistent,no
2620,2,39,0,nonexistent,no
2621,5,157,1,failure,no
2622,2,71,1,nonexistent,no
2623,0,255,1,nonexistent,no
2624,8,103,1,nonexistent,no
2625,4,32,0,failure,no
2626,3,251,1,failure,no
2627,5,164,0,failure,no
2628,1,26,1,nonexistent,yes
2629,4,69,1,nonexistent,no
2630,3,195,0,nonexistent,yes
2631,2,199,0,nonexistent,no
2632,3,10,0,nonexistent,no
2633,1,0,1,nonexistent,no
2634,2,133,1,nonexistent,no
2635,6,75,1,nonexistent,no
2636,6,90,0,nonexistent,no
2637,8,41,1,nonexistent,no
2638,1,50,0,failure,yes
2639,6,181,0,nonexistent,no
2640,8,215,0,nonexistent,no
2641,3,42,0,nonexistent,no
2642,2,42,1,nonexistent,no
2643,6,254,0,nonexistent,no
2644,4,126,0,nonexistent,no
2645,9,15,0,nonexistent,yes
2646,5,162,1,nonexistent,no
2647,9,199,0,nonexistent,no
2648,9,172,0,nonexistent,yes
2649,9,124,0,nonexistent,yes
2650,8,111,0,nonexistent,no
2651,7,191,1,nonexistent,no
2652,8,186,1,nonexistent,no
2653,5,40,1,nonexistent,no
2654,3,61,0,nonexistent,no
2655,4,213,0,nonexistent,no
2656,4,83,1,nonexistent,no
2657,7,45,0,nonexistent,no
2658,8,154,0,nonexistent,no
2659,3,250,0,nonexistent,no
2660,6,60,0,nonexistent,no
2661,2,87,1,nonexistent,no
2662,1,88,1,success,yes
2663,1,159,1,nonexistent,no
2664,9,200,1,nonexistent,no
2665,1,22,0,nonexistent,no
2666,3,66,0,nonexistent,no
2667,9,28,1,nonexistent,no
2668,9,16,0,nonexistent,no
2669,1,80,0,nonexistent,no
2670,6,208,0,nonexistent,no
2671,3,202,1,nonexistent,no
2672,8,139,0,failure,no
2673,5,235,0,failure,no
2674,9,74,0,nonexistent,no
2675,5,14,0,nonexistent,no
2676,0,31,1,nonexistent,no
2677,7,131,0,nonexistent,no
2678,9,246,0,nonexistent,no
2679,5,169,1,nonexistent,no
2680,1,146,0,nonexistent,no
2681,2,182,0,nonexistent,no
2682,2,207,0,failure,no
2683,2,44,1,nonexistent,no
2684,3,208,1,nonexistent,yes
2685,5,89,1,nonexistent,no
2686,0,65,1,nonexistent,yes
2687,9,48,0,nonexistent,no
2688,3,64,1,nonexistent,no
2689,7,26,0,nonexistent,yes
2690,1,220,0,nonexistent,yes
2691,8,165,0,nonexistent,no
2692,6,75,1,nonexistent,no
2693,8,194,1,nonexistent,no
2694,8,110,1,nonexistent,no
2695,7,210,1,nonexistent,no
2696,0,112,1,nonexistent,no
2697,4,20,0,nonexistent,no
2698,4,17,0,nonexistent,no
2699,2,91,0,nonexistent,yes
2700,7,214,0,nonexistent,no
2701,2,210,1,nonexistent,no
2702,9,16,1,failure,no
2703,9,76,1,nonexistent,no
2704,4,243,1,failure,no
2705,9,180,0,nonexistent,no
2706,4,154,0,nonexistent,yes
2707,4,235,0,nonexistent,no
2708,2,111,0,failure,no
2709,4,204,0,nonexistent,yes
2710,2,253,1,success,no
2711,6,4,0,nonexistent,no
2712,6,79,1,nonexistent,no
2713,9,196,0,nonexistent,no
2714,0,144,0,nonexistent,no
2715,6,251,0,nonexistent,no
2716,7,212,1,nonexistent,no
2717,4,7,0,failure,no
2718,9,62,1,nonexistent,no
2719,0,164,0,nonexistent,no
2720,4,19,1,nonexistent,no
2721,9,2,0,nonexistent,no
2722,9,13,1,nonexistent,no
2723,0,4,0,nonexistent,no
2724,6,195,0,nonexistent,no
2725,5,102,0,nonexistent,no
2726,2,130,0,failure,yes
2727,6,39,1,nonexistent,no
2728,0,222,1,nonexistent,no
2729,0,188,0,nonexistent,no
2730,8,109,0,nonexistent,no
2731,9,203,0,nonexistent,no
2732,0,231,0,nonexistent,no
2733,9,107,1,nonexistent,yes
2734,2,75,1,nonexistent,no
2735,3,134,0,nonexistent,no
2736,6,233,0,nonexistent,no
2737,3,134,1,nonexistent,no
2738,0,220,0,nonexistent,no
2739,0,227,1,nonexistent,no
2740,7,117,1,nonexistent,no
2741,1,200,1,nonexistent,no
2742,0,229,0,failure,no
2743,9,30,0,nonexistent,no
2744,5,62,0,nonexistent,yes
2745,7,18,1,nonexistent,no
2746,8,40,1,nonexistent,no
2747,9,141,0,nonexistent,yes
2748,4,239,0,nonexistent,no
2749,8,22,0,nonexistent,no
2750,5,112,0,nonexistent,no
2751,9,68,0,nonexistent,no
2752,5,206,1,failure,no
2753,0,99,1,nonexistent,no
2754,2,2,0,nonexistent,no
2755,6,45,1,nonexistent,no
2756,5,144,0,nonexistent,no
2757,6,110,1,nonexistent,yes
2758,1,117,0,nonexistent,no
2759,8,17,0,nonexistent,no
2760,5,234,1,nonexistent,yes
2761,7,141,0,nonexistent,no
2762,9,195,0,nonexistent,no
2763,5,151,0,nonexistent,no
2764,9,193,0,failure,yes
2765,2,2,0,nonexistent,no
2766,0,98,0,nonexistent,no
2767,0,209,0,nonexistent,no
2768,1,39,1,nonexistent,no
2769,9,229,0,nonexistent,yes
2770,9,251,0,failure,no
2771,9,45,1,nonexistent,no
2772,3,143,0,nonexistent,no
2773,3,29,1,nonexistent,no
2774,4,210,1,nonexistent,no
2775,9,96,1,nonexistent,no
2776,7,80,1,nonexistent,no
2777,0,225,1,nonexistent,no
2778,8,24,0,nonexistent,no
2779,9,210,0,nonexistent,no
2780,9,75,1,nonexistent,no
2781,3,29,1,nonexistent,no
2782,0,220,0,nonexistent,no
2783,0,114,0,nonexistent,yes
2784,2,201,0,nonexistent,no
2785,0,143,0,nonexistent,no
2786,8,197,1,nonexistent,no
2787,8,135,0,nonexistent,no
2788,4,125,1,nonexistent,no
2789,5,216,0,nonexistent,no
2790,8,205,1,nonexistent,no
2791,6,130,0,nonexistent,no
2792,2,240,1,nonexistent,no
2793,2,65,1,success,no
2794,4,128,0,nonexistent,no
2795,7,86,0,nonexistent,no
2796,4,97,0,nonexistent,yes
2797,9,196,1,nonexistent,no
2798,2,162,0,failure,yes
2799,7,196,0,nonexistent,no
2800,9,236,1,nonexistent,no
2801,4,5,1,nonexistent,no
2802,0,78,1,nonexistent,no
2803,0,141,1,nonexistent,no
2804,9,139,0,nonexistent,no
2805,1,167,1,nonexistent,no
2806,0,168,1,nonexistent,no
2807,9,148,1,nonexistent,no
2808,3,21,1,nonexistent,no
2809,2,78,1,nonexistent,no
2810,1,38,1,nonexistent,no
2811,4,0,1,nonexistent,no
2812,0,192,1,nonexistent,no
2813,7,82,1,nonexistent,no
2814,2,237,1,failure,no
2815,5,225,0,nonexistent,no
2816,8,199,0,nonexistent,no
2817,6,204,0,nonexistent,no
2818,3,128,0,nonexistent,no
2819,9,255,0,nonexistent,no
2820,8,158,1,success,yes
2821,5,177,0,nonexistent,no
2822,3,23,1,nonexistent,no
2823,5,45,1,nonexistent,no
2824,7,77,0,nonexistent,no
2825,6,74,1,failure,no
2826,6,59,1,nonexistent,no
2827,6,10,0,nonexistent,no
