job_id,client_id,job,salary
J2610,2610,admin.,$55k
J2611,2611,admin.,$285k
J2612,2612,admin.,$35k
J2613,2613,management,$215k
J2614,2614,management,$55k
J2615,2615,retired,$285k
J2616,2616,blue-collar,$285k
J2617,2617,admin.,$165k
J2618,2618,technician,$85k
J2619,2619,admin.,$45k
J2620,2620,blue-collar,$85k
J2621,2621,blue-collar,$65k
J2622,2622,blue-collar,$55k
J2623,2623,blue-collar,$105k
J2624,2624,blue-collar,$35k
J2625,2625,technician,$125k
J2626,2626,admin.,$95k
J2627,2627,technician,$215k
J2628,2628,services,$285k
J2629,2629,admin.,$125k
J2630,2630,student,$75k
J2631,2631,admin.,$65k
J2632,2632,blue-collar,$285k
J2633,2633,self-employed,$245k
J2634,2634,technician,$75k
J2635,2635,admin.,$105k
J2636,2636,admin.,$245k
J2637,2637,blue-collar,$85k
J2638,2638,blue-collar,$165k
J2639,2639,management,$95k
J2640,2640,technician,$125k
J2641,2641,technician,$215k
J2642,2642,services,$215k
J2643,2643,technician,$55k
J2644,2644,services,$285k
J2645,2645,services,$85k
J2646,2646,services,$145k
J2647,2647,blue-collar,$75k
J2648,2648,admin.,$35k
J2649,2649,services,$45k
J2650,2650,management,$185k
J2651,2651,services,$55k
J2652,2652,blue-collar,$45k
J2653,2653,student,$65k
J2654,2654,admin.,$45k
J2655,2655,admin.,$215k
J2656,2656,retired,$35k
J2657,2657,entrepreneur,$55k
J2658,2658,management,$45k
J2659,2659,admin.,$45k
J2660,2660,admin.,$85k
J2661,2661,blue-collar,$85k
J2662,2662,admin.,$125k
J2663,2663,management,$185k
J2664,2664,admin.,$125k
J2665,2665,blue-collar,$45k
J2666,2666,technician,$165k
J2667,2667,blue-collar,$45k
J2668,2668,services,$55k
J2669,2669,admin.,$245k
J2670,2670,services,$55k
J2671,2671,admin.,$95k
J2672,2672,management,$285k
J2673,2673,management,$85k
J2674,2674,admin.,$65k
J2675,2675,technician,$55k
J2676,2676,services,$165k
J2677,2677,services,$245k
J2678,2678,services,$75k
J2679,2679,self-employed,$105k
J2680,2680,admin.,$165k
J2681,2681,blue-collar,$65k
J2682,2682,admin.,$145k
J2683,2683,entrepreneur,$95k
J2684,2684,management,$125k
J2685,2685,admin.,$215k
J2686,2686,admin.,$95k
J2687,2687,blue-collar,$215k
J2688,2688,blue-collar,$65k
J2689,2689,technician,$55k
J2690,2690,admin.,$165k
J2691,2691,technician,$95k
J2692,2692,blue-collar,$245k
J2693,2693,self-employed,$85k
J2694,2694,admin.,$85k
J2695,2695,housemaid,$55k
J2696,2696,services,$75k
J2697,2697,admin.,$285k
J2698,2698,management,$95k
J2699,2699,admin.,$165k
J2700,2700,admin.,$75k
J2701,2701,admin.,$125k
J2702,2702,management,$125k
J2703,2703,technician,$55k
J2704,2704,admin.,$185k
J2705,2705,blue-collar,$245k
J2706,2706,services,$285k
J2707,2707,management,$215k
J2708,2708,housemaid,$105k
J2709,2709,technician,$145k
J2710,2710,unknown,$55k
J2711,2711,management,$165k
J2712,2712,unemployed,$185k
J2713,2713,retired,$165k
J2714,2714,technician,$145k
J2715,2715,blue-collar,$45k
J2716,2716,unemployed,$165k
J2717,2717,services,$35k
J2718,2718,housemaid,$215k
J2719,2719,blue-collar,$245k
J2720,2720,blue-collar,$125k
J2721,2721,blue-collar,$215k
J2722,2722,services,$65k
J2723,2723,admin.,$285k
J2724,2724,services,$35k
J2725,2725,technician,$55k
J2726,2726,blue-collar,$75k
J2727,2727,technician,$185k
J2728,2728,admin.,$245k
J2729,2729,admin.,$55k
J2730,2730,technician,$185k
J2731,2731,self-employed,$45k
J2732,2732,management,$185k
J2733,2733,technician,$125k
J2734,2734,blue-collar,$95k
J2735,2735,blue-collar,$125k
J2736,2736,management,$75k
J2737,2737,blue-collar,$105k
J2738,2738,housemaid,$85k
J2739,2739,admin.,$145k
J2740,2740,admin.,$165k
J2741,2741,blue-collar,$85k
J2742,2742,services,$105k
J2743,2743,self-employed,$95k
J2744,2744,blue-collar,$35k
J2745,2745,technician,$75k
J2746,2746,technician,$285k
J2747,2747,retired,$65k
J2748,2748,entrepreneur,$65k
J2749,2749,management,$105k
J2750,2750,technician,$95k
J2751,2751,management,$145k
J2752,2752,blue-collar,$95k
J2753,2753,admin.,$185k
J2754,2754,technician,$145k
J2755,2755,entrepreneur,$185k
J2756,2756,technician,$125k
J2757,2757,technician,$165k
J2758,2758,admin.,$125k
J2759,2759,admin.,$95k
J2760,2760,services,$105k
J2761,2761,admin.,$285k
J2762,2762,management,$145k
J2763,2763,admin.,$165k
J2764,2764,blue-collar,$105k
J2765,2765,technician,$285k
J2766,2766,unknown,$145k
J2767,2767,blue-collar,$285k
J2768,2768,retired,$145k
J2769,2769,retired,$165k
J2770,2770,admin.,$95k
J2771,2771,blue-collar,$105k
J2772,2772,management,$55k
J2773,2773,admin.,$105k
J2774,2774,management,$245k
J2775,2775,unemployed,$145k
J2776,2776,technician,$145k
J2777,2777,blue-collar,$75k
J2778,2778,technician,$285k
J2779,2779,management,$165k
J2780,2780,blue-collar,$125k
J2781,2781,technician,$145k
J2782,2782,technician,$245k
J2783,2783,admin.,$145k
J2784,2784,blue-collar,$125k
J2785,2785,services,$75k
J2786,2786,technician,$105k
J2787,2787,services,$145k
J2788,2788,technician,$215k
J2789,2789,management,$105k
J2790,2790,technician,$285k
J2791,2791,technician,$125k
J2792,2792,retired,$165k
J2793,2793,technician,$215k
J2794,2794,services,$285k
J2795,2795,services,$245k
J2796,2796,management,$35k
J2797,2797,blue-collar,$105k
J2798,2798,services,$245k
J2799,2799,admin.,$185k
J2800,2800,services,$35k
J2801,2801,management,$85k
J2802,2802,management,$35k
J2803,2803,admin.,$165k
J2804,2804,technician,$125k
J2805,2805,entrepreneur,$245k
J2806,2806,entrepreneur,$35k
J2807,2807,student,$185k
J2808,2808,admin.,$85k
J2809,2809,unemployed,$185k
J2810,2810,blue-collar,$215k
J2811,2811,technician,$125k
J2812,2812,admin.,$125k
J2813,2813,technician,$35k
J2814,2814,self-employed,$95k
J2815,2815,services,$75k
J2816,2816,admin.,$55k
J2817,2817,blue-collar,$55k
J2818,2818,management,$285k
J2819,2819,unemployed,$145k
J2820,2820,retired,$85k
J2821,2821,blue-collar,$245k
J2822,2822,admin.,$215k
J2823,2823,admin.,$215k
J2824,2824,technician,$75k
J2825,2825,blue-collar,$165k
J2826,2826,admin.,$35k
J2827,2827,admin.,$45k
J2828,2828,admin.,$285k
J2829,2829,entrepreneur,$245k
J2830,2830,blue-collar,$55k
J2831,2831,entrepreneur,$65k
J2832,2832,blue-collar,$55k
J2833,2833,management,$245k
J2834,2834,management,$145k
J2835,2835,technician,$35k
J2836,2836,blue-collar,$185k
J2837,2837,admin.,$75k
J2838,2838,blue-collar,$215k
J2839,2839,services,$35k
J2840,2840,blue-collar,$215k
J2841,2841,blue-collar,$105k
J2842,2842,blue-collar,$125k
J2843,2843,admin.,$55k
J2844,2844,self-employed,$285k
J2845,2845,blue-collar,$85k
J2846,2846,admin.,$245k
J2847,2847,retired,$75k
J2848,2848,admin.,$285k
J2849,2849,blue-collar,$35k
J2850,2850,technician,$45k
J2851,2851,student,$95k
J2852,2852,unknown,$55k
J2853,2853,admin.,$75k
J2854,2854,management,$65k
J2855,2855,services,$35k
J2856,2856,student,$285k
J2857,2857,admin.,$185k
J2858,2858,technician,$55k
J2859,2859,blue-collar,$55k
J2860,2860,services,$185k
J2861,2861,services,$215k
J2862,2862,admin.,$65k
J2863,2863,management,$65k
J2864,2864,housemaid,$95k
J2865,2865,student,$245k
J2866,2866,admin.,$45k
J2867,2867,entrepreneur,$145k
J2868,2868,admin.,$105k
J2869,2869,blue-collar,$105k
J2870,2870,admin.,$85k
J2871,2871,blue-collar,$145k
J2872,2872,admin.,$105k
J2873,2873,unemployed,$95k
J2874,2874,entrepreneur,$125k
J2875,2875,unemployed,$35k
J2876,2876,technician,$45k
J2877,2877,technician,$165k
J2878,2878,technician,$85k
J2879,2879,technician,$215k
J2880,2880,blue-collar,$105k
J2881,2881,admin.,$75k
J2882,2882,admin.,$105k
J2883,2883,technician,$185k
J2884,2884,technician,$55k
J2885,2885,technician,$55k
J2886,2886,retired,$45k
J2887,2887,admin.,$55k
J2888,2888,services,$215k
J2889,2889,blue-collar,$285k
J2890,2890,admin.,$35k
J2891,2891,technician,$215k
J2892,2892,technician,$45k
J2893,2893,services,$145k
J2894,2894,services,$185k
J2895,2895,admin.,$185k
J2896,2896,blue-collar,$35k
J2897,2897,admin.,$95k
J2898,2898,management,$75k
J2899,2899,management,$125k
J2900,2900,admin.,$165k
J2901,2901,entrepreneur,$35k
J2902,2902,blue-collar,$35k
J2903,2903,admin.,$105k
J2904,2904,blue-collar,$145k
J2905,2905,technician,$185k
J2906,2906,technician,$105k
J2907,2907,blue-collar,$105k
J2908,2908,entrepreneur,$285k
J2909,2909,self-employed,$85k
J2910,2910,blue-collar,$125k
J2911,2911,services,$185k
J2912,2912,admin.,$185k
J2913,2913,admin.,$165k
J2914,2914,technician,$165k
J2915,2915,admin.,$95k
J2916,2916,admin.,$285k
J2917,2917,blue-collar,$85k
J2918,2918,technician,$55k
J2919,2919,entrepreneur,$95k
J2920,2920,unemployed,$65k
J2921,2921,self-employed,$55k
J2922,2922,management,$185k
J2923,2923,entrepreneur,$55k
J2924,2924,services,$245k
J2925,2925,self-employed,$85k
J2926,2926,blue-collar,$45k
J2927,2927,blue-collar,$285k
J2928,2928,blue-collar,$35k
J2929,2929,admin.,$145k
J2930,2930,admin.,$95k
J2931,2931,entrepreneur,$45k
J2932,2932,retired,$45k
J2933,2933,blue-collar,$145k
J2934,2934,technician,$75k
J2935,2935,services,$105k
J2936,2936,blue-collar,$185k
J2937,2937,blue-collar,$185k
J2938,2938,entrepreneur,$55k
J2939,2939,admin.,$35k
J2940,2940,admin.,$65k
J2941,2941,services,$35k
J2942,2942,admin.,$105k
J2943,2943,blue-collar,$145k
J2944,2944,services,$185k
J2945,2945,technician,$45k
J2946,2946,admin.,$95k
J2947,2947,unemployed,$55k
J2948,2948,admin.,$165k
J2949,2949,admin.,$245k
J2950,2950,blue-collar,$185k
J2951,2951,admin.,$105k
J2952,2952,management,$145k
J2953,2953,services,$95k
J2954,2954,blue-collar,$245k
J2955,2955,blue-collar,$185k
J2956,2956,retired,$95k
J2957,2957,entrepreneur,$105k
J2958,2958,blue-collar,$105k
J2959,2959,admin.,$35k
J2960,2960,technician,$35k
J2961,2961,entrepreneur,$35k
J2962,2962,admin.,$165k
J2963,2963,technician,$35k
J2964,2964,technician,$55k
J2965,2965,admin.,$215k
J2966,2966,services,$185k
J2967,2967,admin.,$85k
J2968,2968,admin.,$145k
J2969,2969,blue-collar,$215k
J2970,2970,services,$185k
J2971,2971,management,$85k
J2972,2972,blue-collar,$45k
J2973,2973,admin.,$185k
J2974,2974,blue-collar,$75k
J2975,2975,admin.,$125k
J2976,2976,admin.,$215k
J2977,2977,technician,$95k
J2978,2978,services,$75k
J2979,2979,technician,$65k
J2980,2980,entrepreneur,$125k
J2981,2981,retired,$85k
J2982,2982,blue-collar,$145k
J2983,2983,technician,$45k
J2984,2984,technician,$165k
J2985,2985,entrepreneur,$185k
J2986,2986,admin.,$95k
J2987,2987,blue-collar,$165k
J2988,2988,technician,$105k
J2989,2989,services,$65k
J2990,2990,blue-collar,$75k
J2991,2991,blue-collar,$55k
J2992,2992,admin.,$45k
J2993,2993,technician,$65k
J2994,2994,management,$245k
J2995,2995,blue-collar,$65k
J2996,2996,admin.,$75k
J2997,2997,retired,$95k
J2998,2998,technician,$185k
J2999,2999,retired,$185k
J3000,3000,management,$55k
J3001,3001,admin.,$65k
J3002,3002,admin.,$185k
J3003,3003,admin.,$185k
J3004,3004,blue-collar,$85k
J3005,3005,self-employed,$35k
J3006,3006,services,$65k
J3007,3007,services,$245k
J3008,3008,unemployed,$85k
J3009,3009,admin.,$285k
J3010,3010,technician,$85k
J3011,3011,unemployed,$85k
J3012,3012,blue-collar,$35k
J3013,3013,blue-collar,$145k
J3014,3014,blue-collar,$165k
J3015,3015,services,$55k
J3016,3016,blue-collar,$35k
J3017,3017,management,$35k
J3018,3018,admin.,$125k
J3019,3019,blue-collar,$35k
J3020,3020,technician,$165k
J3021,3021,blue-collar,$65k
J3022,3022,blue-collar,$55k
J3023,3023,admin.,$35k
J3024,3024,admin.,$125k
J3025,3025,admin.,$125k
J3026,3026,admin.,$245k
J3027,3027,technician,$245k
J3028,3028,unemployed,$245k
J3029,3029,blue-collar,$75k
J3030,3030,admin.,$95k
J3031,3031,management,$35k
J3032,3032,blue-collar,$185k
J3033,3033,housemaid,$55k
J3034,3034,management,$215k
J3035,3035,blue-collar,$285k
J3036,3036,blue-collar,$185k
J3037,3037,blue-collar,$165k
J3038,3038,retired,$45k
J3039,3039,admin.,$95k
J3040,3040,blue-collar,$45k
J3041,3041,blue-collar,$215k
J3042,3042,admin.,$85k
J3043,3043,admin.,$245k
J3044,3044,technician,$75k
J3045,3045,admin.,$145k
J3046,3046,blue-collar,$165k
J3047,3047,admin.,$35k
J3048,3048,blue-collar,$215k
J3049,3049,entrepreneur,$45k
J3050,3050,retired,$285k
J3051,3051,admin.,$35k
J3052,3052,blue-collar,$85k
J3053,3053,blue-collar,$105k
J3054,3054,blue-collar,$165k
J3055,3055,blue-collar,$45k
J3056,3056,admin.,$65k
J3057,3057,admin.,$105k
J3058,3058,blue-collar,$75k
J3059,3059,blue-collar,$245k
J3060,3060,services,$55k
J3061,3061,admin.,$145k
J3062,3062,admin.,$35k
J3063,3063,management,$215k
J3064,3064,admin.,$65k
J3065,3065,admin.,$105k
J3066,3066,self-employed,$145k
J3067,3067,retired,$85k
J3068,3068,technician,$95k
J3069,3069,admin.,$185k
J3070,3070,services,$75k
J3071,3071,blue-collar,$55k
J3072,3072,technician,$125k
J3073,3073,services,$35k
J3074,3074,services,$245k
J3075,3075,self-employed,$215k
J3076,3076,blue-collar,$85k
J3077,3077,management,$125k
J3078,3078,management,$75k
J3079,3079,entrepreneur,$245k
J3080,3080,entrepreneur,$75k
J3081,3081,blue-collar,$185k
J3082,3082,blue-collar,$35k
J3083,3083,housemaid,$35k
J3084,3084,unemployed,$75k
J3085,3085,student,$65k
J3086,3086,blue-collar,$245k
J3087,3087,admin.,$65k
J3088,3088,housemaid,$55k
J3089,3089,admin.,$245k
J3090,3090,blue-collar,$125k
J3091,3091,admin.,$95k
J3092,3092,blue-collar,$125k
J3093,3093,blue-collar,$125k
J3094,3094,blue-collar,$215k
J3095,3095,self-employed,$45k
J3096,3096,technician,$165k
J3097,3097,blue-collar,$285k
J3098,3098,admin.,$35k
J3099,3099,housemaid,$145k
J3100,3100,technician,$35k
J3101,3101,technician,$35k
J3102,3102,self-employed,$85k
J3103,3103,services,$45k
J3104,3104,technician,$285k
J3105,3105,admin.,$245k
J3106,3106,services,$125k
J3107,3107,student,$85k
J3108,3108,technician,$65k
J3109,3109,admin.,$185k
J3110,3110,blue-collar,$55k
J3111,3111,admin.,$285k
J3112,3112,self-employed,$45k
J3113,3113,unemployed,$105k
J3114,3114,admin.,$85k
J3115,3115,entrepreneur,$55k
J3116,3116,admin.,$215k
J3117,3117,blue-collar,$35k
J3118,3118,admin.,$95k
J3119,3119,blue-collar,$105k
J3120,3120,blue-collar,$95k
J3121,3121,blue-collar,$95k
J3122,3122,blue-collar,$105k
J3123,3123,technician,$185k
J3124,3124,blue-collar,$75k
J3125,3125,self-employed,$105k
J3126,3126,technician,$65k
J3127,3127,retired,$245k
J3128,3128,services,$285k
J3129,3129,blue-collar,$35k
J3130,3130,blue-collar,$65k
J3131,3131,admin.,$95k
J3132,3132,blue-collar,$45k
J3133,3133,blue-collar,$245k
J3134,3134,admin.,$125k
J3135,3135,blue-collar,$245k
J3136,3136,admin.,$105k
J3137,3137,technician,$185k
J3138,3138,blue-collar,$105k
J3139,3139,technician,$85k
J3140,3140,admin.,$165k
J3141,3141,student,$245k
J3142,3142,admin.,$35k
J3143,3143,admin.,$65k
J3144,3144,technician,$55k
J3145,3145,technician,$35k
J3146,3146,retired,$65k
J3147,3147,services,$45k
J3148,3148,unknown,$125k
J3149,3149,management,$185k
J3150,3150,blue-collar,$215k
J3151,3151,housemaid,$65k
J3152,3152,admin.,$145k
J3153,3153,housemaid,$65k
J3154,3154,self-employed,$165k
J3155,3155,technician,$35k
J3156,3156,technician,$55k
J3157,3157,blue-collar,$125k
J3158,3158,services,$55k
J3159,3159,admin.,$75k
J3160,3160,management,$185k
J3161,3161,technician,$65k
J3162,3162,management,$125k
J3163,3163,admin.,$55k
J3164,3164,admin.,$35k
J3165,3165,housemaid,$185k
J3166,3166,management,$145k
J3167,3167,services,$45k
J3168,3168,blue-collar,$65k
J3169,3169,blue-collar,$55k
J3170,3170,self-employed,$165k
J3171,3171,technician,$95k
J3172,3172,technician,$75k
J3173,3173,services,$285k
J3174,3174,retired,$185k
J3175,3175,management,$85k
J3176,3176,blue-collar,$125k
J3177,3177,blue-collar,$85k
J3178,3178,housemaid,$215k
J3179,3179,retired,$105k
J3180,3180,admin.,$75k
J3181,3181,technician,$95k
J3182,3182,blue-collar,$45k
J3183,3183,admin.,$35k
J3184,3184,student,$185k
J3185,3185,management,$125k
J3186,3186,retired,$215k
J3187,3187,admin.,$95k
J3188,3188,unemployed,$45k
J3189,3189,blue-collar,$75k
J3190,3190,technician,$285k
J3191,3191,student,$35k
J3192,3192,admin.,$215k
J3193,3193,technician,$185k
J3194,3194,admin.,$85k
J3195,3195,technician,$165k
J3196,3196,blue-collar,$35k
J3197,3197,management,$245k
J3198,3198,admin.,$145k
J3199,3199,admin.,$245k
J3200,3200,technician,$145k
J3201,3201,blue-collar,$215k
J3202,3202,admin.,$145k
J3203,3203,technician,$145k
J3204,3204,management,$65k
J3205,3205,blue-collar,$125k
J3206,3206,unemployed,$185k
J3207,3207,blue-collar,$185k
J3208,3208,technician,$285k
J3209,3209,admin.,$55k
J3210,3210,management,$85k
J3211,3211,retired,$95k
J3212,3212,blue-collar,$75k
J3213,3213,blue-collar,$55k
J3214,3214,admin.,$245k
J3215,3215,management,$45k
J3216,3216,entrepreneur,$75k
J3217,3217,management,$165k
J3218,3218,services,$45k
J3219,3219,blue-collar,$65k
J3220,3220,blue-collar,$105k
J3221,3221,student,$165k
J3222,3222,blue-collar,$75k
J3223,3223,blue-collar,$185k
J3224,3224,blue-collar,$165k
J3225,3225,entrepreneur,$145k
J3226,3226,blue-collar,$185k
J3227,3227,admin.,$105k
J3228,3228,technician,$285k
J3229,3229,services,$85k
J3230,3230,blue-collar,$125k
J3231,3231,management,$215k
J3232,3232,admin.,$85k
J3233,3233,entrepreneur,$145k
J3234,3234,technician,$45k
J3235,3235,blue-collar,$55k
J3236,3236,management,$245k
J3237,3237,blue-collar,$55k
J3238,3238,technician,$85k
J3239,3239,admin.,$145k
J3240,3240,unemployed,$65k
J3241,3241,technician,$95k
J3242,3242,services,$35k
J3243,3243,blue-collar,$75k
J3244,3244,management,$35k
J3245,3245,blue-collar,$95k
J3246,3246,blue-collar,$55k
J3247,3247,entrepreneur,$75k
J3248,3248,technician,$105k
J3249,3249,management,$45k
J3250,3250,admin.,$245k
J3251,3251,technician,$45k
J3252,3252,management,$165k
J3253,3253,services,$145k
J3254,3254,admin.,$245k
J3255,3255,blue-collar,$185k
J3256,3256,housemaid,$215k
J3257,3257,blue-collar,$35k
J3258,3258,unemployed,$65k
J3259,3259,admin.,$245k
J3260,3260,services,$95k
J3261,3261,services,$125k
J3262,3262,management,$165k
J3263,3263,blue-collar,$95k
J3264,3264,blue-collar,$145k
J3265,3265,blue-collar,$105k
J3266,3266,entrepreneur,$45k
J3267,3267,blue-collar,$105k
J3268,3268,management,$245k
J3269,3269,blue-collar,$185k
J3270,3270,entrepreneur,$245k
J3271,3271,services,$35k
J3272,3272,technician,$85k
J3273,3273,self-employed,$105k
J3274,3274,admin.,$145k
J3275,3275,self-employed,$85k
J3276,3276,technician,$125k
J3277,3277,unknown,$35k
J3278,3278,entrepreneur,$245k
J3279,3279,management,$55k
J3280,3280,admin.,$75k
J3281,3281,admin.,$55k
J3282,3282,housemaid,$35k
J3283,3283,admin.,$75k
J3284,3284,technician,$215k
J3285,3285,blue-collar,$215k
J3286,3286,student,$65k
J3287,3287,blue-collar,$45k
J3288,3288,technician,$245k
J3289,3289,entrepreneur,$35k
J3290,3290,admin.,$95k
J3291,3291,admin.,$75k
J3292,3292,blue-collar,$75k
J3293,3293,technician,$65k
J3294,3294,admin.,$185k
J3295,3295,admin.,$185k
J3296,3296,admin.,$245k
J3297,3297,technician,$65k
J3298,3298,entrepreneur,$125k
J3299,3299,blue-collar,$35k
J3300,3300,technician,$285k
J3301,3301,housemaid,$215k
J3302,3302,admin.,$145k
J3303,3303,admin.,$65k
J3304,3304,unemployed,$165k
J3305,3305,admin.,$245k
J3306,3306,admin.,$45k
J3307,3307,entrepreneur,$245k
J3308,3308,admin.,$105k
J3309,3309,blue-collar,$55k
J3310,3310,technician,$145k
J3311,3311,technician,$35k
J3312,3312,blue-collar,$145k
J3313,3313,unemployed,$245k
J3314,3314,management,$125k
J3315,3315,blue-collar,$215k
J3316,3316,self-employed,$215k
J3317,3317,blue-collar,$215k
J3318,3318,entrepreneur,$95k
J3319,3319,retired,$95k
J3320,3320,technician,$285k
J3321,3321,admin.,$65k
J3322,3322,blue-collar,$45k
J3323,3323,blue-collar,$45k
J3324,3324,technician,$105k
J3325,3325,admin.,$285k
J3326,3326,technician,$165k
J3327,3327,self-employed,$145k
J3328,3328,admin.,$215k
J3329,3329,admin.,$245k
J3330,3330,management,$95k
J3331,3331,entrepreneur,$65k
J3332,3332,blue-collar,$145k
J3333,3333,admin.,$125k
J3334,3334,self-employed,$245k
J3335,3335,blue-collar,$285k
J3336,3336,admin.,$105k
J3337,3337,management,$75k
J3338,3338,retired,$215k
J3339,3339,self-employed,$55k
J3340,3340,blue-collar,$215k
J3341,3341,blue-collar,$45k
J3342,3342,entrepreneur,$105k
J3343,3343,admin.,$45k
J3344,3344,technician,$35k
J3345,3345,admin.,$245k
J3346,3346,blue-collar,$75k
J3347,3347,self-employed,$215k
J3348,3348,admin.,$245k
J3349,3349,blue-collar,$245k
J3350,3350,housemaid,$105k
J3351,3351,self-employed,$75k
J3352,3352,management,$145k
J3353,3353,technician,$75k
J3354,3354,admin.,$35k
J3355,3355,admin.,$75k
J3356,3356,student,$75k
J3357,3357,blue-collar,$35k
J3358,3358,admin.,$55k
J3359,3359,housemaid,$215k
J3360,3360,blue-collar,$75k
J3361,3361,admin.,$165k
J3362,3362,technician,$185k
J3363,3363,blue-collar,$95k
J3364,3364,admin.,$125k
J3365,3365,blue-collar,$125k
J3366,3366,management,$95k
J3367,3367,admin.,$105k
J3368,3368,self-employed,$105k
J3369,3369,entrepreneur,$145k
J3370,3370,student,$55k
J3371,3371,management,$45k
J3372,3372,student,$65k
J3373,3373,self-employed,$185k
J3374,3374,technician,$95k
J3375,3375,blue-collar,$185k
J3376,3376,technician,$215k
J3377,3377,admin.,$35k
J3378,3378,blue-collar,$145k
J3379,3379,blue-collar,$65k
J3380,3380,technician,$55k
J3381,3381,retired,$245k
J3382,3382,admin.,$215k
J3383,3383,services,$215k
J3384,3384,admin.,$75k
J3385,3385,blue-collar,$165k
J3386,3386,technician,$245k
J3387,3387,management,$45k
J3388,3388,admin.,$65k
J3389,3389,housemaid,$95k
J3390,3390,blue-collar,$75k
J3391,3391,management,$55k
J3392,3392,blue-collar,$285k
J3393,3393,technician,$35k
J3394,3394,technician,$185k
J3395,3395,admin.,$215k
J3396,3396,technician,$285k
J3397,3397,technician,$95k
J3398,3398,admin.,$85k
J3399,3399,blue-collar,$65k
J3400,3400,blue-collar,$215k
J3401,3401,unemployed,$45k
J3402,3402,self-employed,$85k
J3403,3403,student,$35k
J3404,3404,blue-collar,$215k
J3405,3405,technician,$285k
J3406,3406,technician,$85k
J3407,3407,housemaid,$75k
J3408,3408,admin.,$125k
J3409,3409,housemaid,$245k
J3410,3410,admin.,$75k
J3411,3411,technician,$215k
J3412,3412,services,$75k
J3413,3413,blue-collar,$285k
J3414,3414,technician,$285k
J3415,3415,blue-collar,$95k
J3416,3416,management,$145k
J3417,3417,blue-collar,$165k
J3418,3418,retired,$215k
J3419,3419,management,$55k
J3420,3420,admin.,$165k
J3421,3421,self-employed,$105k
J3422,3422,services,$75k
J3423,3423,services,$105k
J3424,3424,student,$215k
J3425,3425,unknown,$165k
J3426,3426,management,$105k
J3427,3427,services,$125k
J3428,3428,blue-collar,$95k
J3429,3429,technician,$75k
J3430,3430,housemaid,$215k
J3431,3431,blue-collar,$65k
J3432,3432,management,$55k
J3433,3433,services,$45k
J3434,3434,management,$245k
J3435,3435,technician,$105k
J3436,3436,unemployed,$285k
J3437,3437,blue-collar,$75k
J3438,3438,blue-collar,$65k
J3439,3439,entrepreneur,$215k
J3440,3440,self-employed,$35k
J3441,3441,technician,$75k
J3442,3442,admin.,$85k
J3443,3443,admin.,$105k
J3444,3444,services,$285k
J3445,3445,self-employed,$95k
J3446,3446,admin.,$285k
J3447,3447,admin.,$65k
J3448,3448,management,$95k
J3449,3449,admin.,$95k
J3450,3450,services,$55k
J3451,3451,entrepreneur,$85k
J3452,3452,technician,$165k
J3453,3453,blue-collar,$75k
J3454,3454,management,$75k
J3455,3455,services,$75k
J3456,3456,admin.,$105k
J3457,3457,technician,$125k
J3458,3458,services,$215k
J3459,3459,admin.,$55k
J3460,3460,housemaid,$75k
J3461,3461,blue-collar,$55k
J3462,3462,technician,$245k
J3463,3463,self-employed,$35k
J3464,3464,blue-collar,$165k
J3465,3465,blue-collar,$165k
J3466,3466,services,$55k
J3467,3467,technician,$285k
J3468,3468,technician,$85k
J3469,3469,admin.,$35k
J3470,3470,services,$105k
J3471,3471,entrepreneur,$45k
J3472,3472,management,$85k
J3473,3473,admin.,$165k
J3474,3474,admin.,$165k
J3475,3475,admin.,$55k
J3476,3476,retired,$35k
J3477,3477,blue-collar,$185k
J3478,3478,technician,$85k
J3479,3479,technician,$55k
J3480,3480,admin.,$65k
J3481,3481,technician,$145k
J3482,3482,management,$75k
J3483,3483,blue-collar,$35k
J3484,3484,admin.,$95k
J3485,3485,admin.,$95k
J3486,3486,services,$165k
J3487,3487,blue-collar,$165k
J3488,3488,services,$215k
J3489,3489,technician,$145k
J3490,3490,technician,$185k
J3491,3491,blue-collar,$65k
J3492,3492,blue-collar,$285k
J3493,3493,technician,$65k
J3494,3494,blue-collar,$105k
J3495,3495,management,$105k
J3496,3496,admin.,$85k
J3497,3497,admin.,$165k
J3498,3498,retired,$185k
J3499,3499,services,$215k
J3500,3500,blue-collar,$65k
J3501,3501,technician,$185k
J3502,3502,technician,$215k
J3503,3503,technician,$65k
J3504,3504,admin.,$215k
J3505,3505,services,$75k
J3506,3506,admin.,$245k
J3507,3507,blue-collar,$215k
J3508,3508,unemployed,$145k
J3509,3509,blue-collar,$45k
J3510,3510,blue-collar,$125k
J3511,3511,blue-collar,$245k
J3512,3512,blue-collar,$95k
J3513,3513,self-employed,$105k
J3514,3514,admin.,$185k
J3515,3515,unemployed,$95k
J3516,3516,blue-collar,$35k
J3517,3517,admin.,$145k
J3518,3518,services,$215k
J3519,3519,blue-collar,$45k
J3520,3520,technician,$215k
J3521,3521,admin.,$65k
J3522,3522,technician,$125k
J3523,3523,blue-collar,$285k
J3524,3524,admin.,$125k
J3525,3525,housemaid,$55k
J3526,3526,admin.,$125k
J3527,3527,retired,$95k
J3528,3528,technician,$45k
J3529,3529,blue-collar,$285k
J3530,3530,services,$215k
J3531,3531,technician,$55k
J3532,3532,services,$215k
J3533,3533,housemaid,$125k
J3534,3534,blue-collar,$245k
J3535,3535,admin.,$95k
